"match.name","match.date","match.status","match.matchId","match.venue","match.utcStartTime","match.homeTeamId","match.awayTeamId","match.round","match.venueLocalStartTime","match.abbr","match.twitterHashTag","match.homeTeam.name","match.homeTeam.timeZone","match.homeTeam.teamId","match.homeTeam.abbr","match.homeTeam.nickname","match.awayTeam.name","match.awayTeam.timeZone","match.awayTeam.teamId","match.awayTeam.abbr","match.awayTeam.nickname","venue.address","venue.name","venue.state","venue.timeZone","venue.venueId","venue.abbreviation","venue.capacity","venue.groundDimension","venue.latitude","venue.longitude","round.name","round.year","round.roundId","round.abbreviation","round.competitionId","round.roundNumber","status","matchId","scoreWorm","scoreMap","lastUpdated","homeTeamScore.periodScore","homeTeamScore.rushedBehinds","homeTeamScore.minutesInFront","homeTeamScore.matchScore.totalScore","homeTeamScore.matchScore.goals","homeTeamScore.matchScore.behinds","homeTeamScore.matchScore.superGoals","awayTeamScore.periodScore","awayTeamScore.rushedBehinds","awayTeamScore.minutesInFront","awayTeamScore.matchScore.totalScore","awayTeamScore.matchScore.goals","awayTeamScore.matchScore.behinds","awayTeamScore.matchScore.superGoals","matchClock.periods","weather.description","weather.tempInCelsius","weather.weatherType","homeTeamScoreChart.goals","homeTeamScoreChart.leftBehinds","homeTeamScoreChart.rightBehinds","homeTeamScoreChart.leftPosters","homeTeamScoreChart.rightPosters","homeTeamScoreChart.rushedBehinds","homeTeamScoreChart.touchedBehinds","awayTeamScoreChart.goals","awayTeamScoreChart.leftBehinds","awayTeamScoreChart.rightBehinds","awayTeamScoreChart.leftPosters","awayTeamScoreChart.rightPosters","awayTeamScoreChart.rushedBehinds","awayTeamScoreChart.touchedBehinds"
"Geelong Cats Vs Hawthorn",2020-06-12 09:50:00,"CONCLUDED","CD_M20200140202","CD_V30","2020-06-12T09:50:00","CD_T70","CD_T80","CD_R202001402","2020-06-12T19:50:00","GEEL V HAW","#AFLCatsHawks","Geelong Cats",NA,"CD_T70","GEEL","Cats","Hawthorn",NA,"CD_T80","HAW","Hawks","Geelong","GMHBA Stadium","VIC","Australia/Melbourne","CD_V30","GMHBA",NA,NA,NA,NA,"Round 2","2020","CD_R202001402","Rd 2","CD_S2020014",2,"CONCLUDED","CD_M20200140202",NA,NA,"2020-06-12T12:33:31.384+0000","1, 2, 3, 4, 44, 25, 20, 16, 7, 4, 3, 2, 2, 1, 2, 4, NA, NA, NA, NA",2,94,108,17,6,NA,"1, 2, 3, 4, 13, 10, 32, 26, 2, 1, 5, 4, 1, 4, 2, 2, NA, NA, NA, NA",2,6,47,7,5,NA,"1, 2, 3, 4, 1690, 1441, 1653, 1494, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Mostly sunny",15,"MOSTLY_SUNNY",17,0,1,2,1,2,0,7,3,0,0,0,2,0
"Brisbane Lions Vs Fremantle",2020-06-13 03:45:00,"CONCLUDED","CD_M20200140203","CD_V20","2020-06-13T03:45:00","CD_T20","CD_T60","CD_R202001402","2020-06-13T13:45:00","BL V FRE","#AFLLionsFreo","Brisbane Lions",NA,"CD_T20","BL","Lions","Fremantle",NA,"CD_T60","FRE","Freo","Brisbane","Gabba","QLD","Australia/Brisbane","CD_V20","G",NA,NA,NA,NA,"Round 2","2020","CD_R202001402","Rd 2","CD_S2020014",2,"CONCLUDED","CD_M20200140203",NA,NA,"2020-06-13T06:41:15.079+0000","1, 2, 3, 4, 44, 25, 20, 16, 7, 4, 3, 2, 2, 1, 2, 4, NA, NA, NA, NA",2,105,81,12,9,NA,"1, 2, 3, 4, 13, 10, 32, 26, 2, 1, 5, 4, 1, 4, 2, 2, NA, NA, NA, NA",3,0,69,10,9,NA,"1, 2, 3, 4, 1690, 1441, 1653, 1494, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","A few showers developing",24,"RAIN",12,3,3,0,1,2,0,10,1,3,1,0,3,1
"Carlton Vs Melbourne",2020-06-13 06:35:00,"CONCLUDED","CD_M20200140204","CD_V190","2020-06-13T06:35:00","CD_T30","CD_T90","CD_R202001402","2020-06-13T16:35:00","CARL V MELB","#AFLBluesDees","Carlton",NA,"CD_T30","CARL","Blues","Melbourne",NA,"CD_T90","MELB","Demons","Melbourne","Marvel Stadium","VIC","Australia/Melbourne","CD_V190","MRVL",NA,NA,NA,NA,"Round 2","2020","CD_R202001402","Rd 2","CD_S2020014",2,"CONCLUDED","CD_M20200140204",NA,NA,"2020-06-13T09:02:27.200+0000","1, 2, 3, 4, 44, 25, 20, 16, 7, 4, 3, 2, 2, 1, 2, 4, NA, NA, NA, NA",0,0,53,7,11,NA,"1, 2, 3, 4, 13, 10, 32, 26, 2, 1, 5, 4, 1, 4, 2, 2, NA, NA, NA, NA",0,85,54,8,6,NA,"1, 2, 3, 4, 1690, 1441, 1653, 1494, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Dry day Shower at night",16,"RAIN",7,4,3,0,3,0,1,8,3,3,0,0,0,0
"Port Adelaide Vs Adelaide Crows",2020-06-13 09:40:00,"CONCLUDED","CD_M20200140205","CD_V6","2020-06-13T09:40:00","CD_T110","CD_T10","CD_R202001402","2020-06-13T19:10:00","PORT V ADEL","#AFLPowerCrows","Port Adelaide",NA,"CD_T110","PORT","Power","Adelaide Crows",NA,"CD_T10","ADEL","Crows","Adelaide","Adelaide Oval","SA","Australia/Adelaide","CD_V6","AO",NA,NA,NA,NA,"Round 2","2020","CD_R202001402","Rd 2","CD_S2020014",2,"CONCLUDED","CD_M20200140205",NA,NA,"2020-06-13T12:16:18.763+0000","1, 2, 3, 4, 44, 25, 20, 16, 7, 4, 3, 2, 2, 1, 2, 4, NA, NA, NA, NA",4,84,110,17,8,NA,"1, 2, 3, 4, 13, 10, 32, 26, 2, 1, 5, 4, 1, 4, 2, 2, NA, NA, NA, NA",1,12,35,5,5,NA,"1, 2, 3, 4, 1690, 1441, 1653, 1494, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Mostly Sunny",18,"MOSTLY_SUNNY",17,0,3,0,1,4,0,5,1,3,0,0,1,0
"Gold Coast Suns Vs West Coast Eagles",2020-06-13 09:40:00,"CONCLUDED","CD_M20200140206","CD_V81","2020-06-13T09:40:00","CD_T1000","CD_T150","CD_R202001402","2020-06-13T19:40:00","GCFC V WCE","#AFLSunsEagles","Gold Coast Suns",NA,"CD_T1000","GCFC","Suns","West Coast Eagles",NA,"CD_T150","WCE","Eagles","Gold Coast","Metricon Stadium","QLD","Australia/Brisbane","CD_V81","MS",NA,NA,NA,NA,"Round 2","2020","CD_R202001402","Rd 2","CD_S2020014",2,"CONCLUDED","CD_M20200140206",NA,NA,"2020-06-13T12:22:09.537+0000","1, 2, 3, 4, 44, 25, 20, 16, 7, 4, 3, 2, 2, 1, 2, 4, NA, NA, NA, NA",0,83,90,14,6,NA,"1, 2, 3, 4, 13, 10, 32, 26, 2, 1, 5, 4, 1, 4, 2, 2, NA, NA, NA, NA",1,11,46,6,10,NA,"1, 2, 3, 4, 1690, 1441, 1653, 1494, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","A few showers developing",24,"RAIN",14,1,4,1,0,0,0,6,4,3,0,0,1,2
"GWS Giants Vs North Melbourne",2020-06-14 03:05:00,"CONCLUDED","CD_M20200140207","CD_V43","2020-06-14T03:05:00","CD_T1010","CD_T100","CD_R202001402","2020-06-14T13:05:00","GWS V NMFC","#AFLGiantsNorth","GWS Giants",NA,"CD_T1010","GWS","Giants","North Melbourne",NA,"CD_T100","NMFC","Kangaroos","Sydney","GIANTS Stadium","NSW","Australia/Sydney","CD_V43","GS",NA,NA,NA,NA,"Round 2","2020","CD_R202001402","Rd 2","CD_S2020014",2,"CONCLUDED","CD_M20200140207",NA,NA,"2020-06-14T05:45:37.431+0000","1, 2, 3, 4, 44, 25, 20, 16, 7, 4, 3, 2, 2, 1, 2, 4, NA, NA, NA, NA",2,33,60,8,12,NA,"1, 2, 3, 4, 13, 10, 32, 26, 2, 1, 5, 4, 1, 4, 2, 2, NA, NA, NA, NA",2,56,80,12,8,NA,"1, 2, 3, 4, 1690, 1441, 1653, 1494, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Morning showers then sunny",21,"RAIN",8,5,4,0,0,2,1,12,4,1,0,1,2,0
"Sydney Swans Vs Essendon",2020-06-14 05:35:00,"CONCLUDED","CD_M20200140208","CD_V60","2020-06-14T05:35:00","CD_T160","CD_T50","CD_R202001402","2020-06-14T15:35:00","SYD V ESS","#AFLSwansDons","Sydney Swans",NA,"CD_T160","SYD","Swans","Essendon",NA,"CD_T50","ESS","Bombers","Sydney","SCG","NSW","Australia/Sydney","CD_V60","SCG",NA,NA,NA,NA,"Round 2","2020","CD_R202001402","Rd 2","CD_S2020014",2,"CONCLUDED","CD_M20200140208",NA,NA,"2020-06-14T08:11:06.038+0000","1, 2, 3, 4, 44, 25, 20, 16, 7, 4, 3, 2, 2, 1, 2, 4, NA, NA, NA, NA",1,0,73,11,7,NA,"1, 2, 3, 4, 13, 10, 32, 26, 2, 1, 5, 4, 1, 4, 2, 2, NA, NA, NA, NA",1,101,79,12,7,NA,"1, 2, 3, 4, 1690, 1441, 1653, 1494, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Morning showers then sunny",21,"RAIN",11,3,2,1,0,1,0,12,2,4,0,0,1,0
"St Kilda Vs Western Bulldogs",2020-06-14 08:05:00,"CONCLUDED","CD_M20200140209","CD_V190","2020-06-14T08:05:00","CD_T130","CD_T140","CD_R202001402","2020-06-14T18:05:00","STK V WB","#AFLSaintsDogs","St Kilda",NA,"CD_T130","STK","Saints","Western Bulldogs",NA,"CD_T140","WB","Bulldogs","Melbourne","Marvel Stadium","VIC","Australia/Melbourne","CD_V190","MRVL",NA,NA,NA,NA,"Round 2","2020","CD_R202001402","Rd 2","CD_S2020014",2,"CONCLUDED","CD_M20200140209",NA,NA,"2020-06-14T10:42:32.374+0000","1, 2, 3, 4, 44, 25, 20, 16, 7, 4, 3, 2, 2, 1, 2, 4, NA, NA, NA, NA",1,83,88,14,4,NA,"1, 2, 3, 4, 13, 10, 32, 26, 2, 1, 5, 4, 1, 4, 2, 2, NA, NA, NA, NA",1,13,49,7,7,NA,"1, 2, 3, 4, 1690, 1441, 1653, 1494, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","A few showers",15,"RAIN",14,1,1,0,1,1,0,7,3,3,0,0,1,0
"Richmond Vs Hawthorn",2020-06-18 09:40:00,"CONCLUDED","CD_M20200140301","CD_V40","2020-06-18T09:40:00","CD_T120","CD_T80","CD_R202001403","2020-06-18T19:40:00","RICH V HAW","#AFLTigersHawks","Richmond",NA,"CD_T120","RICH","Tigers","Hawthorn",NA,"CD_T80","HAW","Hawks","Melbourne","MCG","VIC","Australia/Melbourne","CD_V40","MCG",NA,NA,NA,NA,"Round 3","2020","CD_R202001403","Rd 3","CD_S2020014",3,"CONCLUDED","CD_M20200140301",NA,NA,"2020-06-18T12:06:18.789+0000","1, 2, 3, 4, 44, 25, 20, 16, 7, 4, 3, 2, 2, 1, 2, 4, NA, NA, NA, NA",2,1,39,5,9,NA,"1, 2, 3, 4, 13, 10, 32, 26, 2, 1, 5, 4, 1, 4, 2, 2, NA, NA, NA, NA",2,88,71,11,5,NA,"1, 2, 3, 4, 1690, 1441, 1653, 1494, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Mostly sunny",16,"OVERCAST",5,3,3,1,0,2,0,11,1,2,0,0,2,0
"Western Bulldogs Vs GWS Giants",2020-06-19 09:50:00,"CONCLUDED","CD_M20200140302","CD_V190","2020-06-19T09:50:00","CD_T140","CD_T1010","CD_R202001403","2020-06-19T19:50:00","WB V GWS","#AFLDogsGiants","Western Bulldogs",NA,"CD_T140","WB","Bulldogs","GWS Giants",NA,"CD_T1010","GWS","Giants","Melbourne","Marvel Stadium","VIC","Australia/Melbourne","CD_V190","MRVL",NA,NA,NA,NA,"Round 3","2020","CD_R202001403","Rd 3","CD_S2020014",3,"CONCLUDED","CD_M20200140302",NA,NA,"2020-06-19T12:20:33.543+0000","1, 2, 3, 4, 44, 25, 20, 16, 7, 4, 3, 2, 2, 1, 2, 4, NA, NA, NA, NA",2,79,57,8,9,NA,"1, 2, 3, 4, 13, 10, 32, 26, 2, 1, 5, 4, 1, 4, 2, 2, NA, NA, NA, NA",4,0,33,4,9,NA,"1, 2, 3, 4, 1690, 1441, 1653, 1494, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Partly cloudy Late showers",17,"RAIN",8,3,2,0,1,2,1,4,3,2,0,0,4,0
"North Melbourne Vs Sydney Swans",2020-06-20 03:45:00,"CONCLUDED","CD_M20200140303","CD_V190","2020-06-20T03:45:00","CD_T100","CD_T160","CD_R202001403","2020-06-20T13:45:00","NMFC V SYD","#AFLNorthSwans","North Melbourne",NA,"CD_T100","NMFC","Kangaroos","Sydney Swans",NA,"CD_T160","SYD","Swans","Melbourne","Marvel Stadium","VIC","Australia/Melbourne","CD_V190","MRVL",NA,NA,NA,NA,"Round 3","2020","CD_R202001403","Rd 3","CD_S2020014",3,"CONCLUDED","CD_M20200140303",NA,NA,"2020-06-20T06:25:54.507+0000","1, 2, 3, 4, 44, 25, 20, 16, 7, 4, 3, 2, 2, 1, 2, 4, NA, NA, NA, NA",1,23,60,8,12,NA,"1, 2, 3, 4, 13, 10, 32, 26, 2, 1, 5, 4, 1, 4, 2, 2, NA, NA, NA, NA",3,70,71,10,11,NA,"1, 2, 3, 4, 1690, 1441, 1653, 1494, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Rain easing",16,"RAIN",8,3,8,0,0,1,0,10,3,5,0,0,3,0
"Collingwood Vs St Kilda",2020-06-20 06:35:00,"CONCLUDED","CD_M20200140304","CD_V40","2020-06-20T06:35:00","CD_T40","CD_T130","CD_R202001403","2020-06-20T16:35:00","COLL V STK","#AFLPiesSaints","Collingwood",NA,"CD_T40","COLL","Magpies","St Kilda",NA,"CD_T130","STK","Saints","Melbourne","MCG","VIC","Australia/Melbourne","CD_V40","MCG",NA,NA,NA,NA,"Round 3","2020","CD_R202001403","Rd 3","CD_S2020014",3,"CONCLUDED","CD_M20200140304",NA,NA,"2020-06-22T01:00:37.379+0000","1, 2, 3, 4, 44, 25, 20, 16, 7, 4, 3, 2, 2, 1, 2, 4, NA, NA, NA, NA",0,80,81,12,9,NA,"1, 2, 3, 4, 13, 10, 32, 26, 2, 1, 5, 4, 1, 4, 2, 2, NA, NA, NA, NA",1,4,37,5,7,NA,"1, 2, 3, 4, 1690, 1441, 1653, 1494, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Rain easing",16,"RAIN",12,3,6,0,0,0,0,5,4,1,1,0,1,0
