"id","providerId","utcStartTime","status","compSeason.id","compSeason.providerId","compSeason.name","compSeason.shortName","compSeason.currentRoundNumber","round.id","round.providerId","round.abbreviation","round.name","round.roundNumber","round.byes","home.team.id","home.team.providerId","home.team.name","home.team.abbreviation","home.team.nickname","home.team.teamType","home.team.club.id","home.team.club.providerId","home.team.club.name","home.team.club.abbreviation","home.team.club.nickname","home.score.goals","home.score.behinds","home.score.totalScore","home.score.superGoals","away.team.id","away.team.providerId","away.team.name","away.team.abbreviation","away.team.nickname","away.team.teamType","away.team.club.id","away.team.club.providerId","away.team.club.name","away.team.club.abbreviation","away.team.club.nickname","away.score.goals","away.score.behinds","away.score.totalScore","away.score.superGoals","venue.id","venue.providerId","venue.name","venue.abbreviation","venue.location","venue.state","venue.timezone","metadata.ticket_link","compSeason.year"
3896,"CD_M20220141002","2022-05-20T09:50:00.000+0000","CONCLUDED",43,"CD_S2022014","2022 Toyota AFL Premiership","Premiership",11,597,"CD_R202201410","Rd 10","Round 10",10,"",5,"CD_T30","Carlton","CARL","Blues","MEN",1,"CD_O5","Carlton","Blues","Blues",15,12,102,0,13,"CD_T160","Sydney Swans","SYD","Swans","MEN",24,"CD_O28","Sydney Swans","Swans","Swans",13,9,87,0,3,"CD_V190","Marvel Stadium","MRVL","Melbourne","VIC","Australia/Melbourne","https://www.ticketmaster.com.au/event/25005C9AC58E30F7",2022
3894,"CD_M20220141004","2022-05-21T03:45:00.000+0000","CONCLUDED",43,"CD_S2022014","2022 Toyota AFL Premiership","Premiership",11,597,"CD_R202201410","Rd 10","Round 10",10,"",10,"CD_T70","Geelong Cats","GEEL","Cats","MEN",15,"CD_O11","Geelong Cats","Cats","Cats",11,16,82,0,7,"CD_T110","Port Adelaide","PORT","Power","MEN",19,"CD_O24","Port Adelaide","Power","Power",7,5,47,0,15,"CD_V30","GMHBA Stadium","GMHBA","Geelong","VIC","Australia/Melbourne","https://www.ticketmaster.com.au/geelong-cats-v-port-adelaide-south-geelong-21-05-2022/event/25005C72B89A2716",2022
3898,"CD_M20220141009","2022-05-21T03:45:00.000+0000","CONCLUDED",43,"CD_S2022014","2022 Toyota AFL Premiership","Premiership",11,597,"CD_R202201410","Rd 10","Round 10",10,"",8,"CD_T140","Western Bulldogs","WB","Bulldogs","MEN",25,"CD_O31","Western Bulldogs","Bulldogs","Bulldogs",15,16,106,0,4,"CD_T1000","Gold Coast Suns","GCFC","Suns","MEN",9,"CD_O14","Gold Coast Suns","Suns","Suns",13,9,87,0,24,"CD_V313","Mars Stadium","MARS","Ballarat","VIC","Australia/Melbourne","https://www.ticketmaster.com.au/event/13005C9C95852236",2022
3893,"CD_M20220141007","2022-05-21T06:35:00.000+0000","CONCLUDED",43,"CD_S2022014","2022 Toyota AFL Premiership","Premiership",11,597,"CD_R202201410","Rd 10","Round 10",10,"",6,"CD_T100","North Melbourne","NMFC","Kangaroos","MEN",20,"CD_O20","North Melbourne","Kangaroos","Kangaroos",8,5,53,0,17,"CD_T90","Melbourne","MELB","Demons","MEN",14,"CD_O18","Melbourne","Demons","Demons",14,16,100,0,3,"CD_V190","Marvel Stadium","MRVL","Melbourne","VIC","Australia/Melbourne","https://www.ticketmaster.com.au/event/25005C9AC5993106",2022
3895,"CD_M20220141001","2022-05-21T09:30:00.000+0000","CONCLUDED",43,"CD_S2022014","2022 Toyota AFL Premiership","Premiership",11,597,"CD_R202201410","Rd 10","Round 10",10,"",1,"CD_T10","Adelaide Crows","ADEL","Crows","MEN",3,"CD_O1","Adelaide Crows","Crows","Crows",9,15,69,0,11,"CD_T130","St Kilda","STK","Saints","MEN",21,"CD_O27","St Kilda","Saints","Saints",14,6,90,0,31,"CD_V6","Adelaide Oval","AO","Adelaide","SA","Australia/Adelaide","https://premier.ticketek.com.au/shows/Show.aspx?sh=ADELC1022",2022
3892,"CD_M20220141008","2022-05-21T09:30:00.000+0000","CONCLUDED",43,"CD_S2022014","2022 Toyota AFL Premiership","Premiership",11,597,"CD_R202201410","Rd 10","Round 10",10,"",16,"CD_T120","Richmond","RICH","Tigers","MEN",22,"CD_O25","Richmond","Tigers","Tigers",11,14,80,0,12,"CD_T50","Essendon","ESS","Bombers","MEN",10,"CD_O9","Essendon","Bombers","Bombers",7,6,48,0,13,"CD_V40","MCG","MCG","Melbourne","VIC","Australia/Melbourne","https://premier.ticketek.com.au/shows/show.aspx?sh=RICHM1022",2022
3897,"CD_M20220141005","2022-05-22T04:10:00.000+0000","CONCLUDED",43,"CD_S2022014","2022 Toyota AFL Premiership","Premiership",11,597,"CD_R202201410","Rd 10","Round 10",10,"",15,"CD_T1010","GWS Giants","GWS","Giants","MEN",5,"CD_O16","GWS Giants","Giants","Giants",21,12,138,0,18,"CD_T150","West Coast Eagles","WCE","Eagles","MEN",23,"CD_O30","West Coast Eagles","Eagles","Eagles",13,8,86,0,8,"CD_V43","GIANTS Stadium","GS","Sydney","NSW","Australia/Sydney","https://www.ticketmaster.com.au/event/13005C8CC846577F",2022
3889,"CD_M20220141006","2022-05-22T05:20:00.000+0000","CONCLUDED",43,"CD_S2022014","2022 Toyota AFL Premiership","Premiership",11,597,"CD_R202201410","Rd 10","Round 10",10,"",9,"CD_T80","Hawthorn","HAW","Hawks","MEN",16,"CD_O17","Hawthorn","Hawks","Hawks",18,9,117,0,2,"CD_T20","Brisbane Lions","BL","Lions","MEN",13,"CD_O3","Brisbane Lions","Lions","Lions",17,10,112,0,4,"CD_V200","University of Tasmania Stadium","UTAS","Launceston","TAS","Australia/Hobart","https://www.ticketmaster.com.au/event/25005C7DE7654D25",2022
3891,"CD_M20220141003","2022-05-22T07:20:00.000+0000","CONCLUDED",43,"CD_S2022014","2022 Toyota AFL Premiership","Premiership",11,597,"CD_R202201410","Rd 10","Round 10",10,"",14,"CD_T60","Fremantle","FRE","Dockers","MEN",6,"CD_O10","Fremantle","Dockers","Dockers",6,8,44,0,3,"CD_T40","Collingwood","COLL","Magpies","MEN",12,"CD_O6","Collingwood","Magpies","Magpies",12,8,80,0,65,"CD_V2925","Optus Stadium","OS","Perth","WA","Australia/Perth","https://www.ticketmaster.com.au/fremantle-dockers-v-collingwood-burswood-22-05-2022/event/25005CA4AECA1D31",2022
3906,"CD_M20220141108","2022-05-27T09:50:00.000+0000","SCHEDULED",43,"CD_S2022014","2022 Toyota AFL Premiership","Premiership",11,598,"CD_R202201411","Rd 11","Round 11",11,"",13,"CD_T160","Sydney Swans","SYD","Swans","MEN",24,"CD_O28","Sydney Swans","Swans","Swans",NA,NA,NA,NA,16,"CD_T120","Richmond","RICH","Tigers","MEN",22,"CD_O25","Richmond","Tigers","Tigers",NA,NA,NA,NA,9,"CD_V60","SCG","SCG","Sydney","NSW","Australia/Sydney","https://premier.ticketek.com.au/shows/Show.aspx?sh=SWA1122",2022
3907,"CD_M20220141101","2022-05-28T03:45:00.000+0000","SCHEDULED",43,"CD_S2022014","2022 Toyota AFL Premiership","Premiership",11,598,"CD_R202201411","Rd 11","Round 11",11,"",2,"CD_T20","Brisbane Lions","BL","Lions","MEN",13,"CD_O3","Brisbane Lions","Lions","Lions",NA,NA,NA,NA,15,"CD_T1010","GWS Giants","GWS","Giants","MEN",5,"CD_O16","GWS Giants","Giants","Giants",NA,NA,NA,NA,22,"CD_V20","Gabba","G","Brisbane","QLD","Australia/Brisbane","https://www.ticketmaster.com.au/event/13005C47DFCDADE9",2022
3899,"CD_M20220141103","2022-05-28T03:45:00.000+0000","SCHEDULED",43,"CD_S2022014","2022 Toyota AFL Premiership","Premiership",11,598,"CD_R202201411","Rd 11","Round 11",11,"",10,"CD_T70","Geelong Cats","GEEL","Cats","MEN",15,"CD_O11","Geelong Cats","Cats","Cats",NA,NA,NA,NA,1,"CD_T10","Adelaide Crows","ADEL","Crows","MEN",3,"CD_O1","Adelaide Crows","Crows","Crows",NA,NA,NA,NA,15,"CD_V30","GMHBA Stadium","GMHBA","Geelong","VIC","Australia/Melbourne","https://www.ticketmaster.com.au/geelong-cats-v-adelaide-south-geelong-28-05-2022/event/25005C72B8A1271D",2022
3902,"CD_M20220141105","2022-05-28T06:35:00.000+0000","SCHEDULED",43,"CD_S2022014","2022 Toyota AFL Premiership","Premiership",11,598,"CD_R202201411","Rd 11","Round 11",11,"",17,"CD_T90","Melbourne","MELB","Demons","MEN",14,"CD_O18","Melbourne","Demons","Demons",NA,NA,NA,NA,14,"CD_T60","Fremantle","FRE","Dockers","MEN",6,"CD_O10","Fremantle","Dockers","Dockers",NA,NA,NA,NA,13,"CD_V40","MCG","MCG","Melbourne","VIC","Australia/Melbourne","https://premier.ticketek.com.au/shows/show.aspx?sh=MELBO1122",2022
3905,"CD_M20220141109","2022-05-28T09:30:00.000+0000","SCHEDULED",43,"CD_S2022014","2022 Toyota AFL Premiership","Premiership",11,598,"CD_R202201411","Rd 11","Round 11",11,"",18,"CD_T150","West Coast Eagles","WCE","Eagles","MEN",23,"CD_O30","West Coast Eagles","Eagles","Eagles",NA,NA,NA,NA,8,"CD_T140","Western Bulldogs","WB","Bulldogs","MEN",25,"CD_O31","Western Bulldogs","Bulldogs","Bulldogs",NA,NA,NA,NA,65,"CD_V2925","Optus Stadium","OS","Perth","WA","Australia/Perth","https://www.ticketmaster.com.au/west-coast-eagles-tickets/artist/845214",2022
3903,"CD_M20220141104","2022-05-28T09:40:00.000+0000","SCHEDULED",43,"CD_S2022014","2022 Toyota AFL Premiership","Premiership",11,598,"CD_R202201411","Rd 11","Round 11",11,"",4,"CD_T1000","Gold Coast Suns","GCFC","Suns","MEN",9,"CD_O14","Gold Coast Suns","Suns","Suns",NA,NA,NA,NA,9,"CD_T80","Hawthorn","HAW","Hawks","MEN",16,"CD_O17","Hawthorn","Hawks","Hawks",NA,NA,NA,NA,1,"CD_V160","TIO Stadium","TIO","Darwin","NT","Australia/Darwin","https://www.ticketmaster.com.au/event/25005C959CED1C5A",2022
3904,"CD_M20220141107","2022-05-29T03:10:00.000+0000","SCHEDULED",43,"CD_S2022014","2022 Toyota AFL Premiership","Premiership",11,598,"CD_R202201411","Rd 11","Round 11",11,"",11,"CD_T130","St Kilda","STK","Saints","MEN",21,"CD_O27","St Kilda","Saints","Saints",NA,NA,NA,NA,6,"CD_T100","North Melbourne","NMFC","Kangaroos","MEN",20,"CD_O20","North Melbourne","Kangaroos","Kangaroos",NA,NA,NA,NA,3,"CD_V190","Marvel Stadium","MRVL","Melbourne","VIC","Australia/Melbourne","https://www.ticketmaster.com.au/event/25005C9AC5A9315B",2022
3900,"CD_M20220141102","2022-05-29T05:20:00.000+0000","SCHEDULED",43,"CD_S2022014","2022 Toyota AFL Premiership","Premiership",11,598,"CD_R202201411","Rd 11","Round 11",11,"",3,"CD_T40","Collingwood","COLL","Magpies","MEN",12,"CD_O6","Collingwood","Magpies","Magpies",NA,NA,NA,NA,5,"CD_T30","Carlton","CARL","Blues","MEN",1,"CD_O5","Carlton","Blues","Blues",NA,NA,NA,NA,13,"CD_V40","MCG","MCG","Melbourne","VIC","Australia/Melbourne","https://premier.ticketek.com.au/shows/show.aspx?sh=COLLI1122",2022
3901,"CD_M20220141106","2022-05-29T06:40:00.000+0000","SCHEDULED",43,"CD_S2022014","2022 Toyota AFL Premiership","Premiership",11,598,"CD_R202201411","Rd 11","Round 11",11,"",7,"CD_T110","Port Adelaide","PORT","Power","MEN",19,"CD_O24","Port Adelaide","Power","Power",NA,NA,NA,NA,12,"CD_T50","Essendon","ESS","Bombers","MEN",10,"CD_O9","Essendon","Bombers","Bombers",NA,NA,NA,NA,31,"CD_V6","Adelaide Oval","AO","Adelaide","SA","Australia/Adelaide","https://premier.ticketek.com.au/shows/Show.aspx?sh=PORTA1122",2022
3910,"CD_M20220141206","2022-06-03T09:50:00.000+0000","SCHEDULED",43,"CD_S2022014","2022 Toyota AFL Premiership","Premiership",11,599,"CD_R202201412","Rd 12","Round 12",12,"",8,"CD_T140","Western Bulldogs","WB","Bulldogs","MEN",25,"CD_O31","Western Bulldogs","Bulldogs","Bulldogs",NA,NA,NA,NA,10,"CD_T70","Geelong Cats","GEEL","Cats","MEN",15,"CD_O11","Geelong Cats","Cats","Cats",NA,NA,NA,NA,3,"CD_V190","Marvel Stadium","MRVL","Melbourne","VIC","Australia/Melbourne","https://www.ticketmaster.com.au/event/25005CA9DD7E3171",2022
3913,"CD_M20220141201","2022-06-04T03:45:00.000+0000","SCHEDULED",43,"CD_S2022014","2022 Toyota AFL Premiership","Premiership",11,599,"CD_R202201412","Rd 12","Round 12",12,"",1,"CD_T10","Adelaide Crows","ADEL","Crows","MEN",3,"CD_O1","Adelaide Crows","Crows","Crows",NA,NA,NA,NA,18,"CD_T150","West Coast Eagles","WCE","Eagles","MEN",23,"CD_O30","West Coast Eagles","Eagles","Eagles",NA,NA,NA,NA,31,"CD_V6","Adelaide Oval","AO","Adelaide","SA","Australia/Adelaide","https://premier.ticketek.com.au/shows/Show.aspx?sh=ADELC1222",2022
3911,"CD_M20220141203","2022-06-04T06:35:00.000+0000","SCHEDULED",43,"CD_S2022014","2022 Toyota AFL Premiership","Premiership",11,599,"CD_R202201412","Rd 12","Round 12",12,"",4,"CD_T1000","Gold Coast Suns","GCFC","Suns","MEN",9,"CD_O14","Gold Coast Suns","Suns","Suns",NA,NA,NA,NA,6,"CD_T100","North Melbourne","NMFC","Kangaroos","MEN",20,"CD_O20","North Melbourne","Kangaroos","Kangaroos",NA,NA,NA,NA,1,"CD_V160","TIO Stadium","TIO","Darwin","NT","Australia/Darwin","https://www.ticketmaster.com.au/gold-coast-suns-v-north-melbourne-marrara-04-06-2022/event/25005C9AA8291CC1",2022
3912,"CD_M20220141205","2022-06-04T09:25:00.000+0000","SCHEDULED",43,"CD_S2022014","2022 Toyota AFL Premiership","Premiership",11,599,"CD_R202201412","Rd 12","Round 12",12,"",17,"CD_T90","Melbourne","MELB","Demons","MEN",14,"CD_O18","Melbourne","Demons","Demons",NA,NA,NA,NA,13,"CD_T160","Sydney Swans","SYD","Swans","MEN",24,"CD_O28","Sydney Swans","Swans","Swans",NA,NA,NA,NA,13,"CD_V40","MCG","MCG","Melbourne","VIC","Australia/Melbourne","https://premier.ticketek.com.au/shows/show.aspx?sh=MELBO1222",2022
3909,"CD_M20220141204","2022-06-05T04:10:00.000+0000","SCHEDULED",43,"CD_S2022014","2022 Toyota AFL Premiership","Premiership",11,599,"CD_R202201412","Rd 12","Round 12",12,"",9,"CD_T80","Hawthorn","HAW","Hawks","MEN",16,"CD_O17","Hawthorn","Hawks","Hawks",NA,NA,NA,NA,3,"CD_T40","Collingwood","COLL","Magpies","MEN",12,"CD_O6","Collingwood","Magpies","Magpies",NA,NA,NA,NA,13,"CD_V40","MCG","MCG","Melbourne","VIC","Australia/Melbourne","https://premier.ticketek.com.au/shows/show.aspx?sh=HAWTH1222",2022
3908,"CD_M20220141202","2022-06-05T07:20:00.000+0000","SCHEDULED",43,"CD_S2022014","2022 Toyota AFL Premiership","Premiership",11,599,"CD_R202201412","Rd 12","Round 12",12,"",14,"CD_T60","Fremantle","FRE","Dockers","MEN",6,"CD_O10","Fremantle","Dockers","Dockers",NA,NA,NA,NA,2,"CD_T20","Brisbane Lions","BL","Lions","MEN",13,"CD_O3","Brisbane Lions","Lions","Lions",NA,NA,NA,NA,65,"CD_V2925","Optus Stadium","OS","Perth","WA","Australia/Perth","https://www.ticketmaster.com.au/fremantle-dockers-tickets/artist/1055677",2022
3917,"CD_M20220141306","2022-06-09T09:20:00.000+0000","SCHEDULED",43,"CD_S2022014","2022 Toyota AFL Premiership","Premiership",11,600,"CD_R202201413","Rd 13","Round 13",13,"",16,"CD_T120","Richmond","RICH","Tigers","MEN",22,"CD_O25","Richmond","Tigers","Tigers",NA,NA,NA,NA,7,"CD_T110","Port Adelaide","PORT","Power","MEN",19,"CD_O24","Port Adelaide","Power","Power",NA,NA,NA,NA,13,"CD_V40","MCG","MCG","Melbourne","VIC","Australia/Melbourne","https://premier.ticketek.com.au/shows/show.aspx?sh=RICHM1322",2022
3914,"CD_M20220141303","2022-06-10T09:50:00.000+0000","SCHEDULED",43,"CD_S2022014","2022 Toyota AFL Premiership","Premiership",11,600,"CD_R202201413","Rd 13","Round 13",13,"",12,"CD_T50","Essendon","ESS","Bombers","MEN",10,"CD_O9","Essendon","Bombers","Bombers",NA,NA,NA,NA,5,"CD_T30","Carlton","CARL","Blues","MEN",1,"CD_O5","Carlton","Blues","Blues",NA,NA,NA,NA,13,"CD_V40","MCG","MCG","Melbourne","VIC","Australia/Melbourne","https://premier.ticketek.com.au/shows/show.aspx?sh=ESSEN1322",2022
3915,"CD_M20220141304","2022-06-11T06:10:00.000+0000","SCHEDULED",43,"CD_S2022014","2022 Toyota AFL Premiership","Premiership",11,600,"CD_R202201413","Rd 13","Round 13",13,"",14,"CD_T60","Fremantle","FRE","Dockers","MEN",6,"CD_O10","Fremantle","Dockers","Dockers",NA,NA,NA,NA,9,"CD_T80","Hawthorn","HAW","Hawks","MEN",16,"CD_O17","Hawthorn","Hawks","Hawks",NA,NA,NA,NA,65,"CD_V2925","Optus Stadium","OS","Perth","WA","Australia/Perth","https://www.ticketmaster.com.au/fremantle-dockers-tickets/artist/1055677",2022
3918,"CD_M20220141301","2022-06-11T09:25:00.000+0000","SCHEDULED",43,"CD_S2022014","2022 Toyota AFL Premiership","Premiership",11,600,"CD_R202201413","Rd 13","Round 13",13,"",2,"CD_T20","Brisbane Lions","BL","Lions","MEN",13,"CD_O3","Brisbane Lions","Lions","Lions",NA,NA,NA,NA,11,"CD_T130","St Kilda","STK","Saints","MEN",21,"CD_O27","St Kilda","Saints","Saints",NA,NA,NA,NA,22,"CD_V20","Gabba","G","Brisbane","QLD","Australia/Brisbane","https://www.ticketmaster.com.au/event/13005C47DFD5ADED",2022
3919,"CD_M20220141305","2022-06-12T05:20:00.000+0000","SCHEDULED",43,"CD_S2022014","2022 Toyota AFL Premiership","Premiership",11,600,"CD_R202201413","Rd 13","Round 13",13,"",6,"CD_T100","North Melbourne","NMFC","Kangaroos","MEN",20,"CD_O20","North Melbourne","Kangaroos","Kangaroos",NA,NA,NA,NA,15,"CD_T1010","GWS Giants","GWS","Giants","MEN",5,"CD_O16","GWS Giants","Giants","Giants",NA,NA,NA,NA,3,"CD_V190","Marvel Stadium","MRVL","Melbourne","VIC","Australia/Melbourne","https://www.ticketmaster.com.au/event/25005CA9DD9F3281",2022
3916,"CD_M20220141302","2022-06-13T05:20:00.000+0000","SCHEDULED",43,"CD_S2022014","2022 Toyota AFL Premiership","Premiership",11,600,"CD_R202201413","Rd 13","Round 13",13,"",3,"CD_T40","Collingwood","COLL","Magpies","MEN",12,"CD_O6","Collingwood","Magpies","Magpies",NA,NA,NA,NA,17,"CD_T90","Melbourne","MELB","Demons","MEN",14,"CD_O18","Melbourne","Demons","Demons",NA,NA,NA,NA,13,"CD_V40","MCG","MCG","Melbourne","VIC","Australia/Melbourne","https://premier.ticketek.com.au/shows/show.aspx?sh=COLLI1322",2022
3921,"CD_M20220141404","2022-06-16T09:20:00.000+0000","SCHEDULED",43,"CD_S2022014","2022 Toyota AFL Premiership","Premiership",11,601,"CD_R202201414","Rd 14","Round 14",14,"",16,"CD_T120","Richmond","RICH","Tigers","MEN",22,"CD_O25","Richmond","Tigers","Tigers",NA,NA,NA,NA,5,"CD_T30","Carlton","CARL","Blues","MEN",1,"CD_O5","Carlton","Blues","Blues",NA,NA,NA,NA,13,"CD_V40","MCG","MCG","Melbourne","VIC","Australia/Melbourne","https://premier.ticketek.com.au/shows/show.aspx?sh=RICHM1422",2022
3922,"CD_M20220141405","2022-06-17T09:50:00.000+0000","SCHEDULED",43,"CD_S2022014","2022 Toyota AFL Premiership","Premiership",11,601,"CD_R202201414","Rd 14","Round 14",14,"",11,"CD_T130","St Kilda","STK","Saints","MEN",21,"CD_O27","St Kilda","Saints","Saints",NA,NA,NA,NA,12,"CD_T50","Essendon","ESS","Bombers","MEN",10,"CD_O9","Essendon","Bombers","Bombers",NA,NA,NA,NA,3,"CD_V190","Marvel Stadium","MRVL","Melbourne","VIC","Australia/Melbourne","https://www.ticketmaster.com.au/event/25005CA9DDA932C1",2022
3924,"CD_M20220141403","2022-06-18T03:45:00.000+0000","SCHEDULED",43,"CD_S2022014","2022 Toyota AFL Premiership","Premiership",11,601,"CD_R202201414","Rd 14","Round 14",14,"",7,"CD_T110","Port Adelaide","PORT","Power","MEN",19,"CD_O24","Port Adelaide","Power","Power",NA,NA,NA,NA,13,"CD_T160","Sydney Swans","SYD","Swans","MEN",24,"CD_O28","Sydney Swans","Swans","Swans",NA,NA,NA,NA,31,"CD_V6","Adelaide Oval","AO","Adelaide","SA","Australia/Adelaide",NA,2022
3923,"CD_M20220141406","2022-06-18T06:35:00.000+0000","SCHEDULED",43,"CD_S2022014","2022 Toyota AFL Premiership","Premiership",11,601,"CD_R202201414","Rd 14","Round 14",14,"",18,"CD_T150","West Coast Eagles","WCE","Eagles","MEN",23,"CD_O30","West Coast Eagles","Eagles","Eagles",NA,NA,NA,NA,10,"CD_T70","Geelong Cats","GEEL","Cats","MEN",15,"CD_O11","Geelong Cats","Cats","Cats",NA,NA,NA,NA,65,"CD_V2925","Optus Stadium","OS","Perth","WA","Australia/Perth",NA,2022
3925,"CD_M20220141402","2022-06-18T09:25:00.000+0000","SCHEDULED",43,"CD_S2022014","2022 Toyota AFL Premiership","Premiership",11,601,"CD_R202201414","Rd 14","Round 14",14,"",15,"CD_T1010","GWS Giants","GWS","Giants","MEN",5,"CD_O16","GWS Giants","Giants","Giants",NA,NA,NA,NA,8,"CD_T140","Western Bulldogs","WB","Bulldogs","MEN",25,"CD_O31","Western Bulldogs","Bulldogs","Bulldogs",NA,NA,NA,NA,8,"CD_V43","GIANTS Stadium","GS","Sydney","NSW","Australia/Sydney","https://www.ticketmaster.com.au/gws-giants-v-western-bulldogs-olympic-park-18-06-2022/event/13005C8CDC6A5C4A",2022
3920,"CD_M20220141401","2022-06-19T05:20:00.000+0000","SCHEDULED",43,"CD_S2022014","2022 Toyota AFL Premiership","Premiership",11,601,"CD_R202201414","Rd 14","Round 14",14,"",4,"CD_T1000","Gold Coast Suns","GCFC","Suns","MEN",9,"CD_O14","Gold Coast Suns","Suns","Suns",NA,NA,NA,NA,1,"CD_T10","Adelaide Crows","ADEL","Crows","MEN",3,"CD_O1","Adelaide Crows","Crows","Crows",NA,NA,NA,NA,11,"CD_V81","Metricon Stadium","MS","Gold Coast","QLD","Australia/Brisbane","https://premier.ticketek.com.au/shows/show.aspx?sh=SUNS0522",2022
3927,"CD_M20220141504","2022-06-23T09:20:00.000+0000","SCHEDULED",43,"CD_S2022014","2022 Toyota AFL Premiership","Premiership",11,602,"CD_R202201415","Rd 15","Round 15",15,"",17,"CD_T90","Melbourne","MELB","Demons","MEN",14,"CD_O18","Melbourne","Demons","Demons",NA,NA,NA,NA,2,"CD_T20","Brisbane Lions","BL","Lions","MEN",13,"CD_O3","Brisbane Lions","Lions","Lions",NA,NA,NA,NA,13,"CD_V40","MCG","MCG","Melbourne","VIC","Australia/Melbourne","https://premier.ticketek.com.au/shows/show.aspx?sh=MELBO1522",2022
3930,"CD_M20220141509","2022-06-24T09:00:00.000+0000","SCHEDULED",43,"CD_S2022014","2022 Toyota AFL Premiership","Premiership",11,602,"CD_R202201415","Rd 15","Round 15",15,"",8,"CD_T140","Western Bulldogs","WB","Bulldogs","MEN",25,"CD_O31","Western Bulldogs","Bulldogs","Bulldogs",NA,NA,NA,NA,9,"CD_T80","Hawthorn","HAW","Hawks","MEN",16,"CD_O17","Hawthorn","Hawks","Hawks",NA,NA,NA,NA,3,"CD_V190","Marvel Stadium","MRVL","Melbourne","VIC","Australia/Melbourne","https://www.ticketmaster.com.au/event/25005CA9DD913260",2022
3928,"CD_M20220141508","2022-06-24T10:40:00.000+0000","SCHEDULED",43,"CD_S2022014","2022 Toyota AFL Premiership","Premiership",11,602,"CD_R202201415","Rd 15","Round 15",15,"",18,"CD_T150","West Coast Eagles","WCE","Eagles","MEN",23,"CD_O30","West Coast Eagles","Eagles","Eagles",NA,NA,NA,NA,12,"CD_T50","Essendon","ESS","Bombers","MEN",10,"CD_O9","Essendon","Bombers","Bombers",NA,NA,NA,NA,65,"CD_V2925","Optus Stadium","OS","Perth","WA","Australia/Perth",NA,2022
3929,"CD_M20220141501","2022-06-25T03:45:00.000+0000","SCHEDULED",43,"CD_S2022014","2022 Toyota AFL Premiership","Premiership",11,602,"CD_R202201415","Rd 15","Round 15",15,"",5,"CD_T30","Carlton","CARL","Blues","MEN",1,"CD_O5","Carlton","Blues","Blues",NA,NA,NA,NA,14,"CD_T60","Fremantle","FRE","Dockers","MEN",6,"CD_O10","Fremantle","Dockers","Dockers",NA,NA,NA,NA,3,"CD_V190","Marvel Stadium","MRVL","Melbourne","VIC","Australia/Melbourne","https://www.ticketmaster.com.au/event/25005CA9DDB2335D",2022
3932,"CD_M20220141503","2022-06-25T06:35:00.000+0000","SCHEDULED",43,"CD_S2022014","2022 Toyota AFL Premiership","Premiership",11,602,"CD_R202201415","Rd 15","Round 15",15,"",10,"CD_T70","Geelong Cats","GEEL","Cats","MEN",15,"CD_O11","Geelong Cats","Cats","Cats",NA,NA,NA,NA,16,"CD_T120","Richmond","RICH","Tigers","MEN",22,"CD_O25","Richmond","Tigers","Tigers",NA,NA,NA,NA,13,"CD_V40","MCG","MCG","Melbourne","VIC","Australia/Melbourne","https://premier.ticketek.com.au/shows/show.aspx?sh=GEELO1522",2022
3931,"CD_M20220141507","2022-06-25T09:25:00.000+0000","SCHEDULED",43,"CD_S2022014","2022 Toyota AFL Premiership","Premiership",11,602,"CD_R202201415","Rd 15","Round 15",15,"",13,"CD_T160","Sydney Swans","SYD","Swans","MEN",24,"CD_O28","Sydney Swans","Swans","Swans",NA,NA,NA,NA,11,"CD_T130","St Kilda","STK","Saints","MEN",21,"CD_O27","St Kilda","Saints","Saints",NA,NA,NA,NA,9,"CD_V60","SCG","SCG","Sydney","NSW","Australia/Sydney",NA,2022
3926,"CD_M20220141505","2022-06-26T03:10:00.000+0000","SCHEDULED",43,"CD_S2022014","2022 Toyota AFL Premiership","Premiership",11,602,"CD_R202201415","Rd 15","Round 15",15,"",6,"CD_T100","North Melbourne","NMFC","Kangaroos","MEN",20,"CD_O20","North Melbourne","Kangaroos","Kangaroos",NA,NA,NA,NA,1,"CD_T10","Adelaide Crows","ADEL","Crows","MEN",3,"CD_O1","Adelaide Crows","Crows","Crows",NA,NA,NA,NA,7,"CD_V2","Blundstone Arena","BA","Hobart","TAS","Australia/Hobart",NA,2022
3934,"CD_M20220141502","2022-06-26T05:20:00.000+0000","SCHEDULED",43,"CD_S2022014","2022 Toyota AFL Premiership","Premiership",11,602,"CD_R202201415","Rd 15","Round 15",15,"",3,"CD_T40","Collingwood","COLL","Magpies","MEN",12,"CD_O6","Collingwood","Magpies","Magpies",NA,NA,NA,NA,15,"CD_T1010","GWS Giants","GWS","Giants","MEN",5,"CD_O16","GWS Giants","Giants","Giants",NA,NA,NA,NA,13,"CD_V40","MCG","MCG","Melbourne","VIC","Australia/Melbourne","https://premier.ticketek.com.au/shows/show.aspx?sh=COLLI1522",2022
3933,"CD_M20220141506","2022-06-26T06:10:00.000+0000","SCHEDULED",43,"CD_S2022014","2022 Toyota AFL Premiership","Premiership",11,602,"CD_R202201415","Rd 15","Round 15",15,"",7,"CD_T110","Port Adelaide","PORT","Power","MEN",19,"CD_O24","Port Adelaide","Power","Power",NA,NA,NA,NA,4,"CD_T1000","Gold Coast Suns","GCFC","Suns","MEN",9,"CD_O14","Gold Coast Suns","Suns","Suns",NA,NA,NA,NA,31,"CD_V6","Adelaide Oval","AO","Adelaide","SA","Australia/Adelaide",NA,2022
