"Season","Round","Date","Local.start.time","Venue","Attendance","Home.team","HQ1G","HQ1B","HQ2G","HQ2B","HQ3G","HQ3B","HQ4G","HQ4B","Home.score","Away.team","AQ1G","AQ1B","AQ2G","AQ2B","AQ3G","AQ3B","AQ4G","AQ4B","Away.score","First.name","Surname","ID","Jumper.No.","Playing.for","Kicks","Marks","Handballs","Goals","Behinds","Hit.Outs","Tackles","Rebounds","Inside.50s","Clearances","Clangers","Frees.For","Frees.Against","Brownlow.Votes","Contested.Possessions","Uncontested.Possessions","Contested.Marks","Marks.Inside.50","One.Percenters","Bounces","Goal.Assists","Time.on.Ground..","Substitute","Umpire.1","Umpire.2","Umpire.3","Umpire.4","group_id"
2019,"1",2019-03-21,1925,"M.C.G.",85016,"Carlton",0,1,4,4,8,8,9,10,64,"Richmond",5,4,7,8,10,9,14,13,97,"Patrick","Cripps",12261,"9","Carlton",10,1,22,0,0,0,6,2,2,8,3,3,1,2,22,10,0,0,0,1,0,89,NA,"Simon Meredith"," Rob Findlay"," Craig Fleer",NA,NA
2019,"1",2019-03-21,1925,"M.C.G.",85016,"Carlton",0,1,4,4,8,8,9,10,64,"Richmond",5,4,7,8,10,9,14,13,97,"David","Cuningham",12476,"28","Carlton",9,5,13,0,0,0,5,0,5,3,7,1,2,0,10,15,0,0,0,0,1,79,NA,"Simon Meredith"," Rob Findlay"," Craig Fleer",NA,NA
2019,"1",2019-03-21,1925,"M.C.G.",85016,"Carlton",0,1,4,4,8,8,9,10,64,"Richmond",5,4,7,8,10,9,14,13,97,"Charlie","Curnow",12421,"30","Carlton",10,1,2,1,0,0,1,0,2,0,4,0,2,0,6,5,0,0,0,0,0,94,NA,"Simon Meredith"," Rob Findlay"," Craig Fleer",NA,NA
2019,"1",2019-03-21,1925,"M.C.G.",85016,"Carlton",0,1,4,4,8,8,9,10,64,"Richmond",5,4,7,8,10,9,14,13,97,"Ed","Curnow",11883,"35","Carlton",13,12,12,0,1,0,3,1,3,2,4,1,0,0,7,18,0,2,1,0,1,82,NA,"Simon Meredith"," Rob Findlay"," Craig Fleer",NA,NA
2019,"1",2019-03-21,1925,"M.C.G.",85016,"Carlton",0,1,4,4,8,8,9,10,64,"Richmond",5,4,7,8,10,9,14,13,97,"Paddy","Dow",12582,"2","Carlton",8,3,13,0,1,0,2,1,3,1,4,1,1,0,9,12,0,1,1,0,0,76,NA,"Simon Meredith"," Rob Findlay"," Craig Fleer",NA,NA
2019,"1",2019-03-21,1925,"M.C.G.",85016,"Carlton",0,1,4,4,8,8,9,10,64,"Richmond",5,4,7,8,10,9,14,13,97,"Alex","Fasolo",11977,"32","Carlton",4,2,1,1,0,0,1,0,0,0,1,1,1,0,1,3,0,1,0,0,0,72,NA,"Simon Meredith"," Rob Findlay"," Craig Fleer",NA,NA
2019,"1",2019-03-21,1925,"M.C.G.",85016,"Carlton",0,1,4,4,8,8,9,10,64,"Richmond",5,4,7,8,10,9,14,13,97,"Zac","Fisher",12520,"25","Carlton",14,2,8,1,1,0,6,0,3,8,5,1,4,0,12,13,0,0,3,0,1,80,NA,"Simon Meredith"," Rob Findlay"," Craig Fleer",NA,NA
2019,"1",2019-03-21,1925,"M.C.G.",85016,"Carlton",0,1,4,4,8,8,9,10,64,"Richmond",5,4,7,8,10,9,14,13,97,"Jarrod","Garlett",5488,"21","Carlton",8,3,1,0,0,0,4,3,0,1,2,0,0,0,5,5,0,0,2,0,0,68,NA,"Simon Meredith"," Rob Findlay"," Craig Fleer",NA,NA
2019,"1",2019-03-21,1925,"M.C.G.",85016,"Carlton",0,1,4,4,8,8,9,10,64,"Richmond",5,4,7,8,10,9,14,13,97,"Michael","Gibbons",12685,"40","Carlton",5,2,6,0,1,0,3,0,1,0,2,0,1,0,3,7,0,0,2,0,0,71,NA,"Simon Meredith"," Rob Findlay"," Craig Fleer",NA,NA
2019,"1",2019-03-21,1925,"M.C.G.",85016,"Carlton",0,1,4,4,8,8,9,10,64,"Richmond",5,4,7,8,10,9,14,13,97,"Liam","Jones",11866,"14","Carlton",4,3,4,0,0,0,5,3,0,1,2,3,1,0,7,2,1,0,7,0,0,97,NA,"Simon Meredith"," Rob Findlay"," Craig Fleer",NA,NA
2019,"1",2019-03-21,1925,"M.C.G.",85016,"Carlton",0,1,4,4,8,8,9,10,64,"Richmond",5,4,7,8,10,9,14,13,97,"Mitch","McGovern",12404,"11","Carlton",8,5,3,1,1,0,0,0,3,0,3,1,0,0,5,8,0,0,0,0,0,75,NA,"Simon Meredith"," Rob Findlay"," Craig Fleer",NA,NA
2019,"1",2019-03-21,1925,"M.C.G.",85016,"Carlton",0,1,4,4,8,8,9,10,64,"Richmond",5,4,7,8,10,9,14,13,97,"Harry","McKay",12566,"10","Carlton",7,6,4,2,1,3,4,0,0,1,2,1,1,0,9,4,4,3,4,0,0,83,NA,"Simon Meredith"," Rob Findlay"," Craig Fleer",NA,NA
2019,"1",2019-03-21,1925,"M.C.G.",85016,"Carlton",0,1,4,4,8,8,9,10,64,"Richmond",5,4,7,8,10,9,14,13,97,"Marc","Murphy",4148,"3","Carlton",16,4,13,1,0,0,1,4,5,1,1,1,0,0,6,23,0,0,0,0,0,87,NA,"Simon Meredith"," Rob Findlay"," Craig Fleer",NA,NA
2019,"1",2019-03-21,1925,"M.C.G.",85016,"Carlton",0,1,4,4,8,8,9,10,64,"Richmond",5,4,7,8,10,9,14,13,97,"Nic","Newman",12508,"24","Carlton",21,9,5,1,0,0,2,12,2,1,2,1,0,0,5,17,0,0,3,0,0,84,NA,"Simon Meredith"," Rob Findlay"," Craig Fleer",NA,NA
2019,"1",2019-03-21,1925,"M.C.G.",85016,"Carlton",0,1,4,4,8,8,9,10,64,"Richmond",5,4,7,8,10,9,14,13,97,"Sam","Petrevski-Seton",12487,"5","Carlton",12,8,6,0,0,0,2,2,4,2,2,1,0,0,4,14,0,0,0,0,0,85,NA,"Simon Meredith"," Rob Findlay"," Craig Fleer",NA,NA
2019,"1",2019-03-21,1925,"M.C.G.",85016,"Carlton",0,1,4,4,8,8,9,10,64,"Richmond",5,4,7,8,10,9,14,13,97,"Andrew","Phillips",12075,"34","Carlton",5,3,4,0,0,27,8,0,2,3,4,1,3,0,3,7,1,0,4,0,0,79,NA,"Simon Meredith"," Rob Findlay"," Craig Fleer",NA,NA
2019,"1",2019-03-21,1925,"M.C.G.",85016,"Carlton",0,1,4,4,8,8,9,10,64,"Richmond",5,4,7,8,10,9,14,13,97,"Lachie","Plowman",12142,"20","Carlton",11,6,2,0,0,0,3,2,0,1,1,3,1,0,4,8,0,0,11,0,0,91,NA,"Simon Meredith"," Rob Findlay"," Craig Fleer",NA,NA
2019,"1",2019-03-21,1925,"M.C.G.",85016,"Carlton",0,1,4,4,8,8,9,10,64,"Richmond",5,4,7,8,10,9,14,13,97,"Will","Setterfield",12567,"43","Carlton",14,2,10,0,1,0,1,1,3,3,3,1,1,0,8,16,0,1,3,0,2,66,NA,"Simon Meredith"," Rob Findlay"," Craig Fleer",NA,NA
2019,"1",2019-03-21,1925,"M.C.G.",85016,"Carlton",0,1,4,4,8,8,9,10,64,"Richmond",5,4,7,8,10,9,14,13,97,"Kade","Simpson",1456,"6","Carlton",14,6,11,0,0,0,1,5,1,1,1,1,0,0,4,19,0,0,1,0,0,84,NA,"Simon Meredith"," Rob Findlay"," Craig Fleer",NA,NA
2019,"1",2019-03-21,1925,"M.C.G.",85016,"Carlton",0,1,4,4,8,8,9,10,64,"Richmond",5,4,7,8,10,9,14,13,97,"Dale","Thomas",4152,"39","Carlton",15,3,12,1,0,0,2,5,3,0,4,1,1,0,6,17,0,0,4,0,1,78,NA,"Simon Meredith"," Rob Findlay"," Craig Fleer",NA,NA
2019,"1",2019-03-21,1925,"M.C.G.",85016,"Carlton",0,1,4,4,8,8,9,10,64,"Richmond",5,4,7,8,10,9,14,13,97,"Sam","Walsh",12684,"18","Carlton",16,6,8,0,1,0,1,1,5,4,6,0,0,0,8,16,0,0,0,1,1,82,NA,"Simon Meredith"," Rob Findlay"," Craig Fleer",NA,NA
2019,"1",2019-03-21,1925,"M.C.G.",85016,"Carlton",0,1,4,4,8,8,9,10,64,"Richmond",5,4,7,8,10,9,14,13,97,"Jacob","Weitering",12402,"23","Carlton",13,7,4,0,0,0,2,3,1,0,3,0,2,0,8,7,3,0,6,0,0,98,NA,"Simon Meredith"," Rob Findlay"," Craig Fleer",NA,NA
2019,"1",2019-03-21,1925,"M.C.G.",85016,"Carlton",0,1,4,4,8,8,9,10,64,"Richmond",5,4,7,8,10,9,14,13,97,"David","Astbury",11828,"12","Richmond",5,1,4,0,0,0,0,2,0,0,0,0,0,0,4,4,0,0,3,0,0,92,NA,"Simon Meredith"," Rob Findlay"," Craig Fleer",NA,NA
2019,"1",2019-03-21,1925,"M.C.G.",85016,"Carlton",0,1,4,4,8,8,9,10,64,"Richmond",5,4,7,8,10,9,14,13,97,"Noah","Balta",12686,"38","Richmond",5,2,0,1,0,6,1,0,3,1,5,1,3,0,2,4,0,0,2,0,0,52,NA,"Simon Meredith"," Rob Findlay"," Craig Fleer",NA,NA
2019,"1",2019-03-21,1925,"M.C.G.",85016,"Carlton",0,1,4,4,8,8,9,10,64,"Richmond",5,4,7,8,10,9,14,13,97,"Nathan","Broad",12456,"35","Richmond",4,1,4,0,0,0,2,2,0,0,2,1,0,0,3,5,0,0,6,2,0,80,NA,"Simon Meredith"," Rob Findlay"," Craig Fleer",NA,NA
2019,"1",2019-03-21,1925,"M.C.G.",85016,"Carlton",0,1,4,4,8,8,9,10,64,"Richmond",5,4,7,8,10,9,14,13,97,"Dan","Butler",12490,"7","Richmond",8,1,5,1,0,0,7,0,6,0,4,1,3,0,6,8,0,1,1,0,0,82,NA,"Simon Meredith"," Rob Findlay"," Craig Fleer",NA,NA
2019,"1",2019-03-21,1925,"M.C.G.",85016,"Carlton",0,1,4,4,8,8,9,10,64,"Richmond",5,4,7,8,10,9,14,13,97,"Trent","Cotchin",11666,"9","Richmond",20,6,11,0,1,0,4,0,6,6,5,2,4,3,14,14,1,1,2,1,0,80,NA,"Simon Meredith"," Rob Findlay"," Craig Fleer",NA,NA
2019,"1",2019-03-21,1925,"M.C.G.",85016,"Carlton",0,1,4,4,8,8,9,10,64,"Richmond",5,4,7,8,10,9,14,13,97,"Shane","Edwards",11557,"10","Richmond",8,0,14,0,0,0,4,0,3,5,1,1,0,0,11,12,0,0,1,0,1,85,NA,"Simon Meredith"," Rob Findlay"," Craig Fleer",NA,NA
2019,"1",2019-03-21,1925,"M.C.G.",85016,"Carlton",0,1,4,4,8,8,9,10,64,"Richmond",5,4,7,8,10,9,14,13,97,"Jack","Graham",12576,"34","Richmond",16,7,7,0,1,0,6,0,5,4,6,1,1,0,9,15,0,1,2,0,0,81,NA,"Simon Meredith"," Rob Findlay"," Craig Fleer",NA,NA
2019,"1",2019-03-21,1925,"M.C.G.",85016,"Carlton",0,1,4,4,8,8,9,10,64,"Richmond",5,4,7,8,10,9,14,13,97,"Dylan","Grimes",11879,"2","Richmond",5,1,4,0,0,0,4,2,1,1,2,1,1,0,5,3,1,0,7,0,0,80,NA,"Simon Meredith"," Rob Findlay"," Craig Fleer",NA,NA
2019,"1",2019-03-21,1925,"M.C.G.",85016,"Carlton",0,1,4,4,8,8,9,10,64,"Richmond",5,4,7,8,10,9,14,13,97,"Jack","Higgins",12609,"13","Richmond",9,6,8,3,0,0,1,1,4,0,2,0,0,0,6,11,0,3,2,0,2,82,NA,"Simon Meredith"," Rob Findlay"," Craig Fleer",NA,NA
2019,"1",2019-03-21,1925,"M.C.G.",85016,"Carlton",0,1,4,4,8,8,9,10,64,"Richmond",5,4,7,8,10,9,14,13,97,"Bachar","Houli",11566,"14","Richmond",16,6,8,0,0,0,4,8,3,1,2,1,0,0,4,14,0,0,2,0,1,83,NA,"Simon Meredith"," Rob Findlay"," Craig Fleer",NA,NA
2019,"1",2019-03-21,1925,"M.C.G.",85016,"Carlton",0,1,4,4,8,8,9,10,64,"Richmond",5,4,7,8,10,9,14,13,97,"Kane","Lambert",12333,"23","Richmond",12,7,18,0,1,0,4,1,3,3,4,2,0,0,10,19,0,1,0,0,0,89,NA,"Simon Meredith"," Rob Findlay"," Craig Fleer",NA,NA
2019,"1",2019-03-21,1925,"M.C.G.",85016,"Carlton",0,1,4,4,8,8,9,10,64,"Richmond",5,4,7,8,10,9,14,13,97,"Tom","Lynch",11948,"19","Richmond",4,1,3,3,1,0,2,0,0,0,3,2,1,0,5,2,1,1,1,0,0,78,NA,"Simon Meredith"," Rob Findlay"," Craig Fleer",NA,NA
2019,"1",2019-03-21,1925,"M.C.G.",85016,"Carlton",0,1,4,4,8,8,9,10,64,"Richmond",5,4,7,8,10,9,14,13,97,"Dustin","Martin",11794,"4","Richmond",18,4,12,0,0,0,0,1,7,5,7,0,3,0,15,17,1,1,2,2,1,79,NA,"Simon Meredith"," Rob Findlay"," Craig Fleer",NA,NA
2019,"1",2019-03-21,1925,"M.C.G.",85016,"Carlton",0,1,4,4,8,8,9,10,64,"Richmond",5,4,7,8,10,9,14,13,97,"Kamdyn","McIntosh",12317,"33","Richmond",9,3,4,1,0,0,4,2,1,0,1,0,0,0,7,7,2,0,3,0,0,79,NA,"Simon Meredith"," Rob Findlay"," Craig Fleer",NA,NA
2019,"1",2019-03-21,1925,"M.C.G.",85016,"Carlton",0,1,4,4,8,8,9,10,64,"Richmond",5,4,7,8,10,9,14,13,97,"Toby","Nankervis",12374,"25","Richmond",13,2,4,3,0,34,2,0,2,3,3,3,0,1,13,7,0,0,0,0,0,83,NA,"Simon Meredith"," Rob Findlay"," Craig Fleer",NA,NA
2019,"1",2019-03-21,1925,"M.C.G.",85016,"Carlton",0,1,4,4,8,8,9,10,64,"Richmond",5,4,7,8,10,9,14,13,97,"Dion","Prestia",11917,"3","Richmond",10,1,10,0,0,0,7,0,5,4,2,3,0,0,9,11,0,0,1,0,1,78,NA,"Simon Meredith"," Rob Findlay"," Craig Fleer",NA,NA
2019,"1",2019-03-21,1925,"M.C.G.",85016,"Carlton",0,1,4,4,8,8,9,10,64,"Richmond",5,4,7,8,10,9,14,13,97,"Alex","Rance",11733,"18","Richmond",3,2,3,0,0,0,2,2,0,0,5,1,2,0,4,2,0,0,7,0,0,68,NA,"Simon Meredith"," Rob Findlay"," Craig Fleer",NA,NA
2019,"1",2019-03-21,1925,"M.C.G.",85016,"Carlton",0,1,4,4,8,8,9,10,64,"Richmond",5,4,7,8,10,9,14,13,97,"Jack","Riewoldt",11576,"8","Richmond",6,2,2,1,1,0,2,0,1,0,7,1,4,0,9,2,1,2,3,0,2,98,NA,"Simon Meredith"," Rob Findlay"," Craig Fleer",NA,NA
2019,"1",2019-03-21,1925,"M.C.G.",85016,"Carlton",0,1,4,4,8,8,9,10,64,"Richmond",5,4,7,8,10,9,14,13,97,"Daniel","Rioli",12403,"17","Richmond",10,4,7,0,2,0,2,0,4,2,0,1,0,0,6,10,0,0,2,0,2,88,NA,"Simon Meredith"," Rob Findlay"," Craig Fleer",NA,NA
2019,"1",2019-03-21,1925,"M.C.G.",85016,"Carlton",0,1,4,4,8,8,9,10,64,"Richmond",5,4,7,8,10,9,14,13,97,"Jayden","Short",12418,"15","Richmond",18,5,2,0,1,0,3,9,2,1,5,0,1,0,3,10,1,0,3,0,0,89,NA,"Simon Meredith"," Rob Findlay"," Craig Fleer",NA,NA
2019,"1",2019-03-21,1925,"M.C.G.",85016,"Carlton",0,1,4,4,8,8,9,10,64,"Richmond",5,4,7,8,10,9,14,13,97,"Nick","Vlastuin",12174,"1","Richmond",10,5,4,0,0,0,1,6,0,0,1,0,0,0,3,7,0,0,3,0,0,89,NA,"Simon Meredith"," Rob Findlay"," Craig Fleer",NA,NA
2019,"1",2019-03-21,1925,"M.C.G.",85016,"Carlton",0,1,4,4,8,8,9,10,64,"Richmond",5,4,7,8,10,9,14,13,97,"Maverick","Weller",11922,"16","Richmond",9,2,6,1,1,0,1,2,3,1,1,0,0,0,4,11,0,0,2,0,0,85,NA,"Simon Meredith"," Rob Findlay"," Craig Fleer",NA,NA
2019,"1",2019-03-22,1950,"M.C.G.",78017,"Collingwood",3,5,4,9,7,10,9,11,65,"Geelong",2,2,3,4,7,10,10,12,72,"James","Aish",12250,"14","Collingwood",15,5,4,0,0,0,4,4,2,0,3,1,0,0,4,14,0,0,2,0,0,83,NA,"Matt Stevic"," David Harris"," Leigh Haussen",NA,NA
2019,"1",2019-03-22,1950,"M.C.G.",78017,"Collingwood",3,5,4,9,7,10,9,11,65,"Geelong",2,2,3,4,7,10,10,12,72,"Dayne","Beams",11728,"11","Collingwood",14,4,9,1,0,0,3,1,5,5,4,0,0,0,10,13,1,0,1,0,1,79,NA,"Matt Stevic"," David Harris"," Leigh Haussen",NA,NA
2019,"1",2019-03-22,1950,"M.C.G.",78017,"Collingwood",3,5,4,9,7,10,9,11,65,"Geelong",2,2,3,4,7,10,10,12,72,"Callum","Brown",12545,"17","Collingwood",4,1,5,1,0,0,3,0,0,0,1,0,1,0,5,4,0,0,0,0,0,64,NA,"Matt Stevic"," David Harris"," Leigh Haussen",NA,NA
2019,"1",2019-03-22,1950,"M.C.G.",78017,"Collingwood",3,5,4,9,7,10,9,11,65,"Geelong",2,2,3,4,7,10,10,12,72,"Mason","Cox",12428,"46","Collingwood",8,3,3,1,1,7,1,2,0,1,4,4,2,0,5,6,1,0,1,0,0,85,NA,"Matt Stevic"," David Harris"," Leigh Haussen",NA,NA
2019,"1",2019-03-22,1950,"M.C.G.",78017,"Collingwood",3,5,4,9,7,10,9,11,65,"Geelong",2,2,3,4,7,10,10,12,72,"Jack","Crisp",12061,"25","Collingwood",14,3,12,0,0,0,1,4,3,1,5,2,1,0,9,17,0,0,2,1,0,85,NA,"Matt Stevic"," David Harris"," Leigh Haussen",NA,NA
2019,"1",2019-03-22,1950,"M.C.G.",78017,"Collingwood",3,5,4,9,7,10,9,11,65,"Geelong",2,2,3,4,7,10,10,12,72,"Jordan","de Goey",12318,"2","Collingwood",7,3,3,2,2,0,1,0,1,2,1,0,0,0,3,8,0,2,1,0,0,79,NA,"Matt Stevic"," David Harris"," Leigh Haussen",NA,NA
2019,"1",2019-03-22,1950,"M.C.G.",78017,"Collingwood",3,5,4,9,7,10,9,11,65,"Geelong",2,2,3,4,7,10,10,12,72,"Jamie","Elliott",12083,"5","Collingwood",7,6,1,3,0,0,5,0,2,1,1,0,0,0,2,6,1,1,1,0,1,74,NA,"Matt Stevic"," David Harris"," Leigh Haussen",NA,NA
2019,"1",2019-03-22,1950,"M.C.G.",78017,"Collingwood",3,5,4,9,7,10,9,11,65,"Geelong",2,2,3,4,7,10,10,12,72,"Brodie","Grundy",12217,"4","Collingwood",10,2,8,0,2,34,2,2,1,7,6,3,5,0,14,3,0,0,1,0,0,86,NA,"Matt Stevic"," David Harris"," Leigh Haussen",NA,NA
2019,"1",2019-03-22,1950,"M.C.G.",78017,"Collingwood",3,5,4,9,7,10,9,11,65,"Geelong",2,2,3,4,7,10,10,12,72,"Jeremy","Howe",11967,"38","Collingwood",13,5,2,0,0,0,3,8,1,0,2,2,0,0,5,5,0,0,5,0,0,84,NA,"Matt Stevic"," David Harris"," Leigh Haussen",NA,NA
2019,"1",2019-03-22,1950,"M.C.G.",78017,"Collingwood",3,5,4,9,7,10,9,11,65,"Geelong",2,2,3,4,7,10,10,12,72,"Tom","Langdon",12233,"8","Collingwood",8,5,6,0,0,0,3,1,2,0,1,2,0,0,6,7,1,0,6,0,0,77,NA,"Matt Stevic"," David Harris"," Leigh Haussen",NA,NA
2019,"1",2019-03-22,1950,"M.C.G.",78017,"Collingwood",3,5,4,9,7,10,9,11,65,"Geelong",2,2,3,4,7,10,10,12,72,"Brayden","Maynard",12371,"37","Collingwood",8,3,8,0,0,0,0,4,1,0,2,0,2,0,5,11,0,0,1,1,0,87,NA,"Matt Stevic"," David Harris"," Leigh Haussen",NA,NA
2019,"1",2019-03-22,1950,"M.C.G.",78017,"Collingwood",3,5,4,9,7,10,9,11,65,"Geelong",2,2,3,4,7,10,10,12,72,"Chris","Mayne",11642,"16","Collingwood",14,6,8,0,0,0,2,1,4,2,2,2,0,0,6,15,0,0,1,1,0,90,NA,"Matt Stevic"," David Harris"," Leigh Haussen",NA,NA
2019,"1",2019-03-22,1950,"M.C.G.",78017,"Collingwood",3,5,4,9,7,10,9,11,65,"Geelong",2,2,3,4,7,10,10,12,72,"Brody","Mihocek",12639,"41","Collingwood",9,5,5,0,0,0,0,0,3,0,4,1,1,0,5,8,1,0,2,0,1,84,NA,"Matt Stevic"," David Harris"," Leigh Haussen",NA,NA
2019,"1",2019-03-22,1950,"M.C.G.",78017,"Collingwood",3,5,4,9,7,10,9,11,65,"Geelong",2,2,3,4,7,10,10,12,72,"Darcy","Moore",12372,"30","Collingwood",13,4,3,0,0,0,0,7,2,0,5,1,2,0,4,5,2,0,12,0,0,92,NA,"Matt Stevic"," David Harris"," Leigh Haussen",NA,NA
2019,"1",2019-03-22,1950,"M.C.G.",78017,"Collingwood",3,5,4,9,7,10,9,11,65,"Geelong",2,2,3,4,7,10,10,12,72,"Scott","Pendlebury",4182,"10","Collingwood",11,7,13,0,1,0,2,2,4,6,0,1,0,0,9,17,0,1,4,0,0,82,NA,"Matt Stevic"," David Harris"," Leigh Haussen",NA,NA
2019,"1",2019-03-22,1950,"M.C.G.",78017,"Collingwood",3,5,4,9,7,10,9,11,65,"Geelong",2,2,3,4,7,10,10,12,72,"Tom","Phillips",12452,"21","Collingwood",16,7,8,0,1,0,1,4,2,0,3,1,1,0,7,20,0,1,1,0,0,90,NA,"Matt Stevic"," David Harris"," Leigh Haussen",NA,NA
2019,"1",2019-03-22,1950,"M.C.G.",78017,"Collingwood",3,5,4,9,7,10,9,11,65,"Geelong",2,2,3,4,7,10,10,12,72,"Jordan","Roughead",11833,"23","Collingwood",6,5,4,0,0,0,3,2,0,1,2,0,1,0,5,6,0,0,9,0,0,92,NA,"Matt Stevic"," David Harris"," Leigh Haussen",NA,NA
2019,"1",2019-03-22,1950,"M.C.G.",78017,"Collingwood",3,5,4,9,7,10,9,11,65,"Geelong",2,2,3,4,7,10,10,12,72,"Steele","Sidebottom",11751,"22","Collingwood",12,6,14,0,0,0,2,2,3,3,5,0,2,0,9,17,0,0,0,0,0,85,NA,"Matt Stevic"," David Harris"," Leigh Haussen",NA,NA
2019,"1",2019-03-22,1950,"M.C.G.",78017,"Collingwood",3,5,4,9,7,10,9,11,65,"Geelong",2,2,3,4,7,10,10,12,72,"Jaidyn","Stephenson",12587,"1","Collingwood",12,7,4,0,1,0,2,3,1,1,5,0,1,0,6,9,0,1,0,0,0,82,NA,"Matt Stevic"," David Harris"," Leigh Haussen",NA,NA
2019,"1",2019-03-22,1950,"M.C.G.",78017,"Collingwood",3,5,4,9,7,10,9,11,65,"Geelong",2,2,3,4,7,10,10,12,72,"Josh","Thomas",12144,"24","Collingwood",6,2,10,0,0,0,1,0,3,1,2,0,1,0,4,12,0,0,0,0,1,74,NA,"Matt Stevic"," David Harris"," Leigh Haussen",NA,NA
2019,"1",2019-03-22,1950,"M.C.G.",78017,"Collingwood",3,5,4,9,7,10,9,11,65,"Geelong",2,2,3,4,7,10,10,12,72,"Adam","Treloar",12054,"7","Collingwood",14,5,20,1,0,0,6,1,6,4,10,1,1,1,12,21,0,0,0,2,0,77,NA,"Matt Stevic"," David Harris"," Leigh Haussen",NA,NA
2019,"1",2019-03-22,1950,"M.C.G.",78017,"Collingwood",3,5,4,9,7,10,9,11,65,"Geelong",2,2,3,4,7,10,10,12,72,"Travis","Varcoe",11549,"18","Collingwood",2,4,7,0,0,0,4,0,2,0,4,0,3,0,2,7,0,1,1,0,1,70,NA,"Matt Stevic"," David Harris"," Leigh Haussen",NA,NA
2019,"1",2019-03-22,1950,"M.C.G.",78017,"Collingwood",3,5,4,9,7,10,9,11,65,"Geelong",2,2,3,4,7,10,10,12,72,"Gary","Ablett",1105,"4","Geelong",13,6,10,2,1,0,3,0,4,2,6,0,3,0,8,14,1,1,0,2,0,82,NA,"Matt Stevic"," David Harris"," Leigh Haussen",NA,NA
2019,"1",2019-03-22,1950,"M.C.G.",78017,"Collingwood",3,5,4,9,7,10,9,11,65,"Geelong",2,2,3,4,7,10,10,12,72,"Tom","Atkins",12690,"30","Geelong",5,2,4,0,0,0,5,0,3,0,4,1,2,0,4,5,0,0,1,0,2,81,NA,"Matt Stevic"," David Harris"," Leigh Haussen",NA,NA
2019,"1",2019-03-22,1950,"M.C.G.",78017,"Collingwood",3,5,4,9,7,10,9,11,65,"Geelong",2,2,3,4,7,10,10,12,72,"Mark","Blicavs",12153,"46","Geelong",6,4,6,0,0,0,2,2,0,1,2,0,1,0,5,6,1,0,4,0,0,97,NA,"Matt Stevic"," David Harris"," Leigh Haussen",NA,NA
2019,"1",2019-03-22,1950,"M.C.G.",78017,"Collingwood",3,5,4,9,7,10,9,11,65,"Geelong",2,2,3,4,7,10,10,12,72,"Jordan","Clark",12688,"6","Geelong",14,4,3,0,0,0,0,4,5,0,1,0,0,0,3,13,0,0,4,0,0,86,NA,"Matt Stevic"," David Harris"," Leigh Haussen",NA,NA
2019,"1",2019-03-22,1950,"M.C.G.",78017,"Collingwood",3,5,4,9,7,10,9,11,65,"Geelong",2,2,3,4,7,10,10,12,72,"Charlie","Constable",12687,"18","Geelong",9,4,12,1,0,0,3,2,0,3,1,1,0,0,5,15,0,0,0,0,0,66,NA,"Matt Stevic"," David Harris"," Leigh Haussen",NA,NA
2019,"1",2019-03-22,1950,"M.C.G.",78017,"Collingwood",3,5,4,9,7,10,9,11,65,"Geelong",2,2,3,4,7,10,10,12,72,"Luke","Dahlhaus",11974,"40","Geelong",8,4,16,1,1,0,6,1,4,3,3,2,1,0,8,15,0,1,2,0,0,79,NA,"Matt Stevic"," David Harris"," Leigh Haussen",NA,NA
2019,"1",2019-03-22,1950,"M.C.G.",78017,"Collingwood",3,5,4,9,7,10,9,11,65,"Geelong",2,2,3,4,7,10,10,12,72,"Patrick","Dangerfield",11700,"35","Geelong",16,5,11,1,2,0,3,1,6,5,6,1,1,2,10,17,1,4,4,0,0,87,NA,"Matt Stevic"," David Harris"," Leigh Haussen",NA,NA
2019,"1",2019-03-22,1950,"M.C.G.",78017,"Collingwood",3,5,4,9,7,10,9,11,65,"Geelong",2,2,3,4,7,10,10,12,72,"Mitch","Duncan",11798,"22","Geelong",13,8,6,1,1,0,3,2,1,1,0,1,0,0,5,12,0,1,3,0,0,86,NA,"Matt Stevic"," David Harris"," Leigh Haussen",NA,NA
2019,"1",2019-03-22,1950,"M.C.G.",78017,"Collingwood",3,5,4,9,7,10,9,11,65,"Geelong",2,2,3,4,7,10,10,12,72,"Tom","Hawkins",11548,"26","Geelong",7,6,5,2,2,0,4,0,1,1,4,0,1,0,5,9,0,4,1,0,0,95,NA,"Matt Stevic"," David Harris"," Leigh Haussen",NA,NA
