"Season","Round","Date","Local.start.time","Venue","Attendance","Home.team","HQ1G","HQ1B","HQ2G","HQ2B","HQ3G","HQ3B","HQ4G","HQ4B","Home.score","Away.team","AQ1G","AQ1B","AQ2G","AQ2B","AQ3G","AQ3B","AQ4G","AQ4B","Away.score","First.name","Surname","ID","Jumper.No.","Playing.for","Kicks","Marks","Handballs","Goals","Behinds","Hit.Outs","Tackles","Rebounds","Inside.50s","Clearances","Clangers","Frees.For","Frees.Against","Brownlow.Votes","Contested.Possessions","Uncontested.Possessions","Contested.Marks","Marks.Inside.50","One.Percenters","Bounces","Goal.Assists","Time.on.Ground..","Substitute","Umpire.1","Umpire.2","Umpire.3","Umpire.4","group_id"
2017,"1",2017-03-23,1920,"M.C.G.",73137,"Carlton",4,3,7,4,12,4,14,5,89,"Richmond",7,3,13,5,15,11,20,12,132,"Kade","Simpson",1456,"6","Carlton",22,7,11,0,0,0,3,6,3,4,4,5,0,0,12,20,0,0,1,1,0,92,NA,"Sam Hay"," Mathew Nicholls"," Matt Stevic",NA,NA
2017,"1",2017-03-23,1920,"M.C.G.",73137,"Carlton",4,3,7,4,12,4,14,5,89,"Richmond",7,3,13,5,15,11,20,12,132,"Billie","Smedts",12044,"16","Carlton",8,5,9,0,0,0,1,1,1,3,1,0,0,0,5,11,1,0,0,0,0,70,NA,"Sam Hay"," Mathew Nicholls"," Matt Stevic",NA,NA
2017,"1",2017-03-23,1920,"M.C.G.",73137,"Carlton",4,3,7,4,12,4,14,5,89,"Richmond",7,3,13,5,15,11,20,12,132,"Dale","Thomas",4152,"39","Carlton",12,6,5,1,0,0,1,0,5,0,4,0,1,0,2,15,1,0,0,0,1,76,NA,"Sam Hay"," Mathew Nicholls"," Matt Stevic",NA,NA
2017,"1",2017-03-23,1920,"M.C.G.",73137,"Carlton",4,3,7,4,12,4,14,5,89,"Richmond",7,3,13,5,15,11,20,12,132,"Jacob","Weitering",12402,"23","Carlton",6,7,4,3,0,0,0,0,2,0,1,0,0,0,4,7,1,3,2,0,1,76,NA,"Sam Hay"," Mathew Nicholls"," Matt Stevic",NA,NA
2017,"1",2017-03-23,1920,"M.C.G.",73137,"Carlton",4,3,7,4,12,4,14,5,89,"Richmond",7,3,13,5,15,11,20,12,132,"Simon","White",11826,"43","Carlton",7,3,3,0,0,0,3,3,0,0,2,1,0,0,3,6,0,0,8,0,0,85,NA,"Sam Hay"," Mathew Nicholls"," Matt Stevic",NA,NA
2017,"1",2017-03-23,1920,"M.C.G.",73137,"Carlton",4,3,7,4,12,4,14,5,89,"Richmond",7,3,13,5,15,11,20,12,132,"Matthew","Wright",11929,"46","Carlton",7,4,7,3,0,0,5,0,0,1,0,2,0,0,7,7,1,1,0,0,0,86,NA,"Sam Hay"," Mathew Nicholls"," Matt Stevic",NA,NA
2017,"1",2017-03-23,1920,"M.C.G.",73137,"Carlton",4,3,7,4,12,4,14,5,89,"Richmond",7,3,13,5,15,11,20,12,132,"David","Astbury",11828,"12","Richmond",7,3,6,0,0,0,2,1,0,0,1,3,0,0,7,6,1,0,2,0,0,100,NA,"Sam Hay"," Mathew Nicholls"," Matt Stevic",NA,NA
2017,"1",2017-03-23,1920,"M.C.G.",73137,"Carlton",4,3,7,4,12,4,14,5,89,"Richmond",7,3,13,5,15,11,20,12,132,"Dan","Butler",12490,"40","Richmond",12,1,7,2,1,0,3,0,5,1,2,0,2,0,5,11,0,0,0,0,1,86,NA,"Sam Hay"," Mathew Nicholls"," Matt Stevic",NA,NA
2017,"1",2017-03-23,1920,"M.C.G.",73137,"Carlton",4,3,7,4,12,4,14,5,89,"Richmond",7,3,13,5,15,11,20,12,132,"Josh","Caddy",12010,"22","Richmond",9,3,8,1,1,0,2,3,0,3,2,0,2,0,9,9,0,0,0,0,1,77,NA,"Sam Hay"," Mathew Nicholls"," Matt Stevic",NA,NA
2017,"1",2017-03-23,1920,"M.C.G.",73137,"Carlton",4,3,7,4,12,4,14,5,89,"Richmond",7,3,13,5,15,11,20,12,132,"Jason","Castagna",12431,"46","Richmond",12,3,8,2,4,0,4,1,5,2,4,2,3,0,10,13,0,3,0,0,1,83,NA,"Sam Hay"," Mathew Nicholls"," Matt Stevic",NA,NA
2017,"1",2017-03-23,1920,"M.C.G.",73137,"Carlton",4,3,7,4,12,4,14,5,89,"Richmond",7,3,13,5,15,11,20,12,132,"Reece","Conca",11888,"30","Richmond",13,4,6,0,1,0,5,2,3,0,3,0,0,0,4,14,0,0,2,0,0,81,NA,"Sam Hay"," Mathew Nicholls"," Matt Stevic",NA,NA
2017,"1",2017-03-23,1920,"M.C.G.",73137,"Carlton",4,3,7,4,12,4,14,5,89,"Richmond",7,3,13,5,15,11,20,12,132,"Trent","Cotchin",11666,"9","Richmond",11,3,10,1,0,0,8,2,5,8,3,1,1,0,12,10,0,1,2,0,0,79,NA,"Sam Hay"," Mathew Nicholls"," Matt Stevic",NA,NA
2017,"1",2017-03-23,1920,"M.C.G.",73137,"Carlton",4,3,7,4,12,4,14,5,89,"Richmond",7,3,13,5,15,11,20,12,132,"Shane","Edwards",11557,"10","Richmond",5,3,10,1,1,0,2,0,0,1,1,0,0,0,9,8,0,2,1,2,0,68,NA,"Sam Hay"," Mathew Nicholls"," Matt Stevic",NA,NA
2017,"1",2017-03-23,1920,"M.C.G.",73137,"Carlton",4,3,7,4,12,4,14,5,89,"Richmond",7,3,13,5,15,11,20,12,132,"Brandon","Ellis",12034,"5","Richmond",11,0,10,0,0,0,1,4,3,1,2,0,2,0,6,14,0,0,1,0,0,89,NA,"Sam Hay"," Mathew Nicholls"," Matt Stevic",NA,NA
2017,"1",2017-03-23,1920,"M.C.G.",73137,"Carlton",4,3,7,4,12,4,14,5,89,"Richmond",7,3,13,5,15,11,20,12,132,"Ben","Griffiths",11850,"24","Richmond",5,4,4,0,0,8,6,1,4,1,4,0,3,0,6,4,1,0,1,0,0,80,NA,"Sam Hay"," Mathew Nicholls"," Matt Stevic",NA,NA
2017,"1",2017-03-23,1920,"M.C.G.",73137,"Carlton",4,3,7,4,12,4,14,5,89,"Richmond",7,3,13,5,15,11,20,12,132,"Shaun","Grigg",11594,"6","Richmond",16,4,11,1,0,0,6,0,8,4,3,2,1,0,8,19,0,0,3,0,2,85,NA,"Sam Hay"," Mathew Nicholls"," Matt Stevic",NA,NA
2017,"1",2017-03-23,1920,"M.C.G.",73137,"Carlton",4,3,7,4,12,4,14,5,89,"Richmond",7,3,13,5,15,11,20,12,132,"Dylan","Grimes",11879,"2","Richmond",4,1,7,0,0,0,7,3,1,0,1,0,0,0,6,5,0,0,3,0,0,81,NA,"Sam Hay"," Mathew Nicholls"," Matt Stevic",NA,NA
2017,"1",2017-03-23,1920,"M.C.G.",73137,"Carlton",4,3,7,4,12,4,14,5,89,"Richmond",7,3,13,5,15,11,20,12,132,"Bachar","Houli",11566,"14","Richmond",4,1,10,0,0,0,3,0,2,1,1,0,0,0,5,9,0,0,0,0,0,69,NA,"Sam Hay"," Mathew Nicholls"," Matt Stevic",NA,NA
2017,"1",2017-03-23,1920,"M.C.G.",73137,"Carlton",4,3,7,4,12,4,14,5,89,"Richmond",7,3,13,5,15,11,20,12,132,"Taylor","Hunt",11851,"28","Richmond",1,0,8,0,0,0,0,0,0,0,2,0,1,0,5,4,0,0,0,0,0,77,NA,"Sam Hay"," Mathew Nicholls"," Matt Stevic",NA,NA
2017,"1",2017-03-23,1920,"M.C.G.",73137,"Carlton",4,3,7,4,12,4,14,5,89,"Richmond",7,3,13,5,15,11,20,12,132,"Sam","Lloyd",12263,"27","Richmond",5,3,5,1,0,0,1,0,1,0,3,1,0,0,6,3,1,1,0,0,0,73,NA,"Sam Hay"," Mathew Nicholls"," Matt Stevic",NA,NA
2017,"1",2017-03-23,1920,"M.C.G.",73137,"Carlton",4,3,7,4,12,4,14,5,89,"Richmond",7,3,13,5,15,11,20,12,132,"Dustin","Martin",11794,"4","Richmond",23,5,10,4,0,0,4,4,6,6,5,1,2,3,13,21,1,1,1,0,4,89,NA,"Sam Hay"," Mathew Nicholls"," Matt Stevic",NA,NA
2017,"1",2017-03-23,1920,"M.C.G.",73137,"Carlton",4,3,7,4,12,4,14,5,89,"Richmond",7,3,13,5,15,11,20,12,132,"Kamdyn","McIntosh",12317,"33","Richmond",11,5,5,0,0,0,1,1,5,0,3,0,0,0,4,12,1,0,4,1,0,76,NA,"Sam Hay"," Mathew Nicholls"," Matt Stevic",NA,NA
2017,"1",2017-03-23,1920,"M.C.G.",73137,"Carlton",4,3,7,4,12,4,14,5,89,"Richmond",7,3,13,5,15,11,20,12,132,"Toby","Nankervis",12374,"25","Richmond",7,3,1,2,0,27,3,2,2,3,0,0,0,0,6,1,3,1,1,0,0,78,NA,"Sam Hay"," Mathew Nicholls"," Matt Stevic",NA,NA
2017,"1",2017-03-23,1920,"M.C.G.",73137,"Carlton",4,3,7,4,12,4,14,5,89,"Richmond",7,3,13,5,15,11,20,12,132,"Dion","Prestia",11917,"3","Richmond",15,2,13,1,0,0,5,3,3,6,2,0,0,2,9,17,0,0,1,0,1,77,NA,"Sam Hay"," Mathew Nicholls"," Matt Stevic",NA,NA
2017,"1",2017-03-23,1920,"M.C.G.",73137,"Carlton",4,3,7,4,12,4,14,5,89,"Richmond",7,3,13,5,15,11,20,12,132,"Alex","Rance",11733,"18","Richmond",7,4,2,0,0,0,3,3,1,0,4,0,3,0,5,6,0,0,8,0,0,93,NA,"Sam Hay"," Mathew Nicholls"," Matt Stevic",NA,NA
2017,"1",2017-03-23,1920,"M.C.G.",73137,"Carlton",4,3,7,4,12,4,14,5,89,"Richmond",7,3,13,5,15,11,20,12,132,"Jack","Riewoldt",11576,"8","Richmond",10,5,2,1,1,0,7,0,4,1,4,2,1,0,6,5,1,4,2,0,1,96,NA,"Sam Hay"," Mathew Nicholls"," Matt Stevic",NA,NA
2017,"1",2017-03-23,1920,"M.C.G.",73137,"Carlton",4,3,7,4,12,4,14,5,89,"Richmond",7,3,13,5,15,11,20,12,132,"Daniel","Rioli",12403,"17","Richmond",6,3,4,2,0,0,2,0,2,1,2,0,2,0,5,6,1,1,0,0,1,85,NA,"Sam Hay"," Mathew Nicholls"," Matt Stevic",NA,NA
2017,"1",2017-03-23,1920,"M.C.G.",73137,"Carlton",4,3,7,4,12,4,14,5,89,"Richmond",7,3,13,5,15,11,20,12,132,"Nick","Vlastuin",12174,"1","Richmond",6,5,5,1,0,0,12,3,1,1,3,0,2,0,3,8,1,2,1,0,1,78,NA,"Sam Hay"," Mathew Nicholls"," Matt Stevic",NA,NA
2017,"1",2017-03-24,1950,"M.C.G.",66254,"Collingwood",1,5,7,9,9,11,12,14,86,"Western Bulldogs",5,1,9,1,14,6,15,10,100,"Taylor","Adams",12066,"13","Collingwood",20,6,13,0,0,0,12,3,4,7,4,2,1,0,14,20,0,0,1,0,1,76,NA,"Chris Kamolins"," Justin Schmitt"," Curtis Deboy",NA,NA
2017,"1",2017-03-24,1950,"M.C.G.",66254,"Collingwood",1,5,7,9,9,11,12,14,86,"Western Bulldogs",5,1,9,1,14,6,15,10,100,"Jarryd","Blair",11855,"11","Collingwood",6,3,9,0,2,0,4,0,3,3,3,1,1,0,13,4,0,0,1,0,1,80,NA,"Chris Kamolins"," Justin Schmitt"," Curtis Deboy",NA,NA
2017,"1",2017-03-24,1950,"M.C.G.",66254,"Collingwood",1,5,7,9,9,11,12,14,86,"Western Bulldogs",5,1,9,1,14,6,15,10,100,"Mason","Cox",12428,"46","Collingwood",3,1,5,0,1,21,0,0,0,0,3,1,1,0,5,3,1,1,3,0,0,69,NA,"Chris Kamolins"," Justin Schmitt"," Curtis Deboy",NA,NA
2017,"1",2017-03-24,1950,"M.C.G.",66254,"Collingwood",1,5,7,9,9,11,12,14,86,"Western Bulldogs",5,1,9,1,14,6,15,10,100,"Jack","Crisp",12061,"25","Collingwood",11,6,6,0,0,0,3,0,1,1,2,0,1,0,3,15,0,0,2,0,0,77,NA,"Chris Kamolins"," Justin Schmitt"," Curtis Deboy",NA,NA
2017,"1",2017-03-24,1950,"M.C.G.",66254,"Collingwood",1,5,7,9,9,11,12,14,86,"Western Bulldogs",5,1,9,1,14,6,15,10,100,"Alex","Fasolo",11977,"1","Collingwood",13,8,9,3,3,0,3,0,2,1,0,1,0,0,11,11,2,4,0,0,0,85,NA,"Chris Kamolins"," Justin Schmitt"," Curtis Deboy",NA,NA
2017,"1",2017-03-24,1950,"M.C.G.",66254,"Collingwood",1,5,7,9,9,11,12,14,86,"Western Bulldogs",5,1,9,1,14,6,15,10,100,"Tyson","Goldsack",11568,"6","Collingwood",5,1,3,1,0,0,2,1,0,0,0,1,0,0,2,4,0,0,3,0,0,75,NA,"Chris Kamolins"," Justin Schmitt"," Curtis Deboy",NA,NA
2017,"1",2017-03-24,1950,"M.C.G.",66254,"Collingwood",1,5,7,9,9,11,12,14,86,"Western Bulldogs",5,1,9,1,14,6,15,10,100,"Brodie","Grundy",12217,"4","Collingwood",7,7,5,0,0,29,4,0,1,1,1,0,1,0,4,8,1,0,0,0,1,75,NA,"Chris Kamolins"," Justin Schmitt"," Curtis Deboy",NA,NA
2017,"1",2017-03-24,1950,"M.C.G.",66254,"Collingwood",1,5,7,9,9,11,12,14,86,"Western Bulldogs",5,1,9,1,14,6,15,10,100,"Will","Hoskin-Elliott",12026,"32","Collingwood",15,8,7,1,0,0,1,2,6,1,0,2,0,0,6,15,1,1,2,0,0,90,NA,"Chris Kamolins"," Justin Schmitt"," Curtis Deboy",NA,NA
2017,"1",2017-03-24,1950,"M.C.G.",66254,"Collingwood",1,5,7,9,9,11,12,14,86,"Western Bulldogs",5,1,9,1,14,6,15,10,100,"Jeremy","Howe",11967,"38","Collingwood",16,11,10,0,0,0,3,4,1,0,1,1,0,0,11,14,5,0,4,0,0,92,NA,"Chris Kamolins"," Justin Schmitt"," Curtis Deboy",NA,NA
2017,"1",2017-03-24,1950,"M.C.G.",66254,"Collingwood",1,5,7,9,9,11,12,14,86,"Western Bulldogs",5,1,9,1,14,6,15,10,100,"Brayden","Maynard",12371,"37","Collingwood",11,7,5,0,0,0,4,3,2,1,1,0,1,0,4,12,0,0,5,0,0,83,NA,"Chris Kamolins"," Justin Schmitt"," Curtis Deboy",NA,NA
2017,"1",2017-03-24,1950,"M.C.G.",66254,"Collingwood",1,5,7,9,9,11,12,14,86,"Western Bulldogs",5,1,9,1,14,6,15,10,100,"Chris","Mayne",11642,"16","Collingwood",9,4,4,1,1,0,5,0,3,0,3,1,1,0,5,8,0,1,0,0,1,75,NA,"Chris Kamolins"," Justin Schmitt"," Curtis Deboy",NA,NA
2017,"1",2017-03-24,1950,"M.C.G.",66254,"Collingwood",1,5,7,9,9,11,12,14,86,"Western Bulldogs",5,1,9,1,14,6,15,10,100,"Darcy","Moore",12372,"30","Collingwood",7,4,3,0,1,0,1,0,2,0,4,0,1,0,4,6,0,1,1,0,0,83,NA,"Chris Kamolins"," Justin Schmitt"," Curtis Deboy",NA,NA
2017,"1",2017-03-24,1950,"M.C.G.",66254,"Collingwood",1,5,7,9,9,11,12,14,86,"Western Bulldogs",5,1,9,1,14,6,15,10,100,"Scott","Pendlebury",4182,"10","Collingwood",16,3,19,2,0,0,6,3,6,10,2,4,0,3,24,13,0,0,4,0,0,82,NA,"Chris Kamolins"," Justin Schmitt"," Curtis Deboy",NA,NA
2017,"1",2017-03-24,1950,"M.C.G.",66254,"Collingwood",1,5,7,9,9,11,12,14,86,"Western Bulldogs",5,1,9,1,14,6,15,10,100,"Tom","Phillips",12452,"21","Collingwood",12,2,14,0,0,0,4,1,3,4,3,0,0,0,9,18,0,0,1,0,1,80,NA,"Chris Kamolins"," Justin Schmitt"," Curtis Deboy",NA,NA
2017,"1",2017-03-24,1950,"M.C.G.",66254,"Collingwood",1,5,7,9,9,11,12,14,86,"Western Bulldogs",5,1,9,1,14,6,15,10,100,"Jackson","Ramsay",12308,"31","Collingwood",12,5,13,0,1,0,3,1,4,0,4,1,3,0,8,20,0,0,1,0,0,90,NA,"Chris Kamolins"," Justin Schmitt"," Curtis Deboy",NA,NA
2017,"1",2017-03-24,1950,"M.C.G.",66254,"Collingwood",1,5,7,9,9,11,12,14,86,"Western Bulldogs",5,1,9,1,14,6,15,10,100,"Ben","Reid",11589,"20","Collingwood",7,7,5,0,0,0,1,1,0,1,2,0,0,0,1,12,0,0,5,0,0,83,NA,"Chris Kamolins"," Justin Schmitt"," Curtis Deboy",NA,NA
2017,"1",2017-03-24,1950,"M.C.G.",66254,"Collingwood",1,5,7,9,9,11,12,14,86,"Western Bulldogs",5,1,9,1,14,6,15,10,100,"Henry","Schade",12348,"41","Collingwood",4,4,6,0,0,0,0,0,0,0,1,0,1,0,1,9,0,0,4,0,0,85,NA,"Chris Kamolins"," Justin Schmitt"," Curtis Deboy",NA,NA
2017,"1",2017-03-24,1950,"M.C.G.",66254,"Collingwood",1,5,7,9,9,11,12,14,86,"Western Bulldogs",5,1,9,1,14,6,15,10,100,"Steele","Sidebottom",11751,"22","Collingwood",17,4,18,2,0,0,3,1,4,6,1,1,0,1,9,24,0,1,2,1,0,87,NA,"Chris Kamolins"," Justin Schmitt"," Curtis Deboy",NA,NA
2017,"1",2017-03-24,1950,"M.C.G.",66254,"Collingwood",1,5,7,9,9,11,12,14,86,"Western Bulldogs",5,1,9,1,14,6,15,10,100,"Josh","Smith",12427,"40","Collingwood",14,6,6,0,0,0,1,4,3,0,1,0,1,0,5,15,0,0,3,0,0,92,NA,"Chris Kamolins"," Justin Schmitt"," Curtis Deboy",NA,NA
2017,"1",2017-03-24,1950,"M.C.G.",66254,"Collingwood",1,5,7,9,9,11,12,14,86,"Western Bulldogs",5,1,9,1,14,6,15,10,100,"Adam","Treloar",12054,"7","Collingwood",20,8,13,1,0,0,3,3,10,6,5,0,1,0,11,23,0,1,0,0,0,75,NA,"Chris Kamolins"," Justin Schmitt"," Curtis Deboy",NA,NA
2017,"1",2017-03-24,1950,"M.C.G.",66254,"Collingwood",1,5,7,9,9,11,12,14,86,"Western Bulldogs",5,1,9,1,14,6,15,10,100,"Travis","Varcoe",11549,"18","Collingwood",8,5,7,0,1,0,2,0,3,0,2,1,1,0,6,8,1,2,0,0,2,78,NA,"Chris Kamolins"," Justin Schmitt"," Curtis Deboy",NA,NA
2017,"1",2017-03-24,1950,"M.C.G.",66254,"Collingwood",1,5,7,9,9,11,12,14,86,"Western Bulldogs",5,1,9,1,14,6,15,10,100,"Jesse","White",11657,"9","Collingwood",13,8,5,1,1,0,2,0,3,0,2,0,1,0,5,14,1,1,1,1,1,85,NA,"Chris Kamolins"," Justin Schmitt"," Curtis Deboy",NA,NA
2017,"1",2017-03-24,1950,"M.C.G.",66254,"Collingwood",1,5,7,9,9,11,12,14,86,"Western Bulldogs",5,1,9,1,14,6,15,10,100,"Shane","Biggs",12228,"24","Western Bulldogs",14,5,3,0,0,0,3,4,1,0,4,1,1,0,2,16,0,0,2,0,0,80,NA,"Chris Kamolins"," Justin Schmitt"," Curtis Deboy",NA,NA
2017,"1",2017-03-24,1950,"M.C.G.",66254,"Collingwood",1,5,7,9,9,11,12,14,86,"Western Bulldogs",5,1,9,1,14,6,15,10,100,"Marcus","Bontempelli",12269,"4","Western Bulldogs",8,3,14,2,0,0,4,3,4,1,1,0,0,0,12,11,0,0,2,0,1,82,NA,"Chris Kamolins"," Justin Schmitt"," Curtis Deboy",NA,NA
2017,"1",2017-03-24,1950,"M.C.G.",66254,"Collingwood",1,5,7,9,9,11,12,14,86,"Western Bulldogs",5,1,9,1,14,6,15,10,100,"Matthew","Boyd",1450,"5","Western Bulldogs",14,2,12,1,1,0,2,1,1,1,1,0,0,0,6,20,0,0,3,0,1,80,NA,"Chris Kamolins"," Justin Schmitt"," Curtis Deboy",NA,NA
2017,"1",2017-03-24,1950,"M.C.G.",66254,"Collingwood",1,5,7,9,9,11,12,14,86,"Western Bulldogs",5,1,9,1,14,6,15,10,100,"Tom","Boyd",12270,"17","Western Bulldogs",1,1,4,0,0,24,2,0,1,1,4,0,3,0,2,6,0,0,6,0,0,88,NA,"Chris Kamolins"," Justin Schmitt"," Curtis Deboy",NA,NA
2017,"1",2017-03-24,1950,"M.C.G.",66254,"Collingwood",1,5,7,9,9,11,12,14,86,"Western Bulldogs",5,1,9,1,14,6,15,10,100,"Travis","Cloke",4086,"13","Western Bulldogs",12,6,2,1,0,1,1,0,3,2,2,2,0,0,9,6,2,2,1,0,2,82,NA,"Chris Kamolins"," Justin Schmitt"," Curtis Deboy",NA,NA
2017,"1",2017-03-24,1950,"M.C.G.",66254,"Collingwood",1,5,7,9,9,11,12,14,86,"Western Bulldogs",5,1,9,1,14,6,15,10,100,"Zaine","Cordy",12392,"12","Western Bulldogs",10,2,4,0,0,0,2,4,1,1,4,2,3,0,4,11,0,0,7,0,0,89,NA,"Chris Kamolins"," Justin Schmitt"," Curtis Deboy",NA,NA
2017,"1",2017-03-24,1950,"M.C.G.",66254,"Collingwood",1,5,7,9,9,11,12,14,86,"Western Bulldogs",5,1,9,1,14,6,15,10,100,"Stewart","Crameri",11872,"8","Western Bulldogs",8,4,9,1,0,0,4,2,2,1,4,1,3,0,9,7,0,0,1,0,2,75,NA,"Chris Kamolins"," Justin Schmitt"," Curtis Deboy",NA,NA
