"match.name","match.date","match.status","match.matchId","match.venue","match.utcStartTime","match.homeTeamId","match.awayTeamId","match.round","match.venueLocalStartTime","match.abbr","match.twitterHashTag","match.homeTeam.name","match.homeTeam.timeZone","match.homeTeam.teamId","match.homeTeam.abbr","match.homeTeam.nickname","match.awayTeam.name","match.awayTeam.timeZone","match.awayTeam.teamId","match.awayTeam.abbr","match.awayTeam.nickname","venue.address","venue.name","venue.state","venue.timeZone","venue.venueId","venue.abbreviation","venue.capacity","venue.groundDimension","venue.latitude","venue.longitude","round.name","round.year","round.roundId","round.abbreviation","round.competitionId","round.roundNumber","status","matchId","scoreWorm","scoreMap","lastUpdated","homeTeamScore.periodScore","homeTeamScore.rushedBehinds","homeTeamScore.minutesInFront","homeTeamScore.matchScore.totalScore","homeTeamScore.matchScore.goals","homeTeamScore.matchScore.behinds","homeTeamScore.matchScore.superGoals","awayTeamScore.periodScore","awayTeamScore.rushedBehinds","awayTeamScore.minutesInFront","awayTeamScore.matchScore.totalScore","awayTeamScore.matchScore.goals","awayTeamScore.matchScore.behinds","awayTeamScore.matchScore.superGoals","matchClock.periods","weather.description","weather.tempInCelsius","weather.weatherType","homeTeamScoreChart.goals","homeTeamScoreChart.leftBehinds","homeTeamScoreChart.rightBehinds","homeTeamScoreChart.leftPosters","homeTeamScoreChart.rightPosters","homeTeamScoreChart.rushedBehinds","homeTeamScoreChart.touchedBehinds","awayTeamScoreChart.goals","awayTeamScoreChart.leftBehinds","awayTeamScoreChart.rightBehinds","awayTeamScoreChart.leftPosters","awayTeamScoreChart.rightPosters","awayTeamScoreChart.rushedBehinds","awayTeamScoreChart.touchedBehinds"
"Adelaide Crows Vs Port Adelaide",2016-04-02 02:45:00,"CONCLUDED","CD_M20160140205","CD_V6","2016-04-02T02:45:00","CD_T10","CD_T110","CD_R201601402","2016-04-02T13:15:00","ADEL V PORT","#AFLCrowsPower","Adelaide Crows",NA,"CD_T10","ADEL","Crows","Port Adelaide",NA,"CD_T110","PORT","Power","Adelaide","Adelaide Oval","SA","Australia/Adelaide","CD_V6","AO",NA,NA,NA,NA,"Round 2","2016","CD_R201601402","Rd 2","CD_S2016014",2,"CONCLUDED","CD_M20160140205",NA,NA,NA,"1, 2, 3, 4, 25, 19, 22, 26, 4, 3, 3, 4, 1, 1, 4, 2, NA, NA, NA, NA",3,132,144,22,12,NA,"1, 2, 3, 4, 28, 9, 38, 8, 4, 1, 6, 1, 4, 3, 2, 2, NA, NA, NA, NA",1,0,86,11,20,NA,"1, 2, 3, 4, 1960, 1856, 1796, 1831, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Partly Cloudy",21,"MOSTLY_SUNNY",22,3,2,0,4,3,0,11,11,6,0,2,1,0
"Essendon Vs Melbourne",2016-04-02 03:10:00,"CONCLUDED","CD_M20160140202","CD_V40","2016-04-02T03:10:00","CD_T50","CD_T90","CD_R201601402","2016-04-02T14:10:00","ESS V MELB","#AFLDonsDees","Essendon",NA,"CD_T50","ESS","Bombers","Melbourne",NA,"CD_T90","MELB","Demons","Melbourne","MCG","VIC","Australia/Melbourne","CD_V40","MCG",NA,NA,NA,NA,"Round 2","2016","CD_R201601402","Rd 2","CD_S2016014",2,"CONCLUDED","CD_M20160140202",NA,NA,NA,"1, 2, 3, 4, 25, 19, 22, 26, 4, 3, 3, 4, 1, 1, 4, 2, NA, NA, NA, NA",4,77,80,11,14,NA,"1, 2, 3, 4, 28, 9, 38, 8, 4, 1, 6, 1, 4, 3, 2, 2, NA, NA, NA, NA",1,27,67,10,7,NA,"1, 2, 3, 4, 1960, 1856, 1796, 1831, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Cloudy",18,"MOSTLY_SUNNY",11,2,7,1,0,4,0,10,3,3,0,0,1,0
"Brisbane Lions Vs North Melbourne",2016-04-02 05:35:00,"CONCLUDED","CD_M20160140203","CD_V20","2016-04-02T05:35:00","CD_T20","CD_T100","CD_R201601402","2016-04-02T15:35:00","BL V NMFC","#AFLLionsNorth","Brisbane Lions",NA,"CD_T20","BL","Lions","North Melbourne",NA,"CD_T100","NMFC","Kangaroos","Brisbane","Gabba","QLD","Australia/Brisbane","CD_V20","G",NA,NA,NA,NA,"Round 2","2016","CD_R201601402","Rd 2","CD_S2016014",2,"CONCLUDED","CD_M20160140203",NA,NA,NA,"1, 2, 3, 4, 25, 19, 22, 26, 4, 3, 3, 4, 1, 1, 4, 2, NA, NA, NA, NA",4,32,83,11,17,NA,"1, 2, 3, 4, 28, 9, 38, 8, 4, 1, 6, 1, 4, 3, 2, 2, NA, NA, NA, NA",0,88,117,17,15,NA,"1, 2, 3, 4, 1960, 1856, 1796, 1831, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Mostly Sunny",30,"MOSTLY_SUNNY",11,5,7,0,0,4,1,17,6,5,3,1,0,0
"St Kilda Vs Western Bulldogs",2016-04-02 08:25:00,"CONCLUDED","CD_M20160140206","CD_V190","2016-04-02T08:25:00","CD_T130","CD_T140","CD_R201601402","2016-04-02T19:25:00","STK V WB","#AFLSaintsDogs","St Kilda",NA,"CD_T130","STK","Saints","Western Bulldogs",NA,"CD_T140","WB","Bulldogs","Melbourne","Marvel Stadium","VIC","Australia/Melbourne","CD_V190","MRVL",NA,NA,NA,NA,"Round 2","2016","CD_R201601402","Rd 2","CD_S2016014",2,"CONCLUDED","CD_M20160140206",NA,NA,NA,"1, 2, 3, 4, 25, 19, 22, 26, 4, 3, 3, 4, 1, 1, 4, 2, NA, NA, NA, NA",0,0,36,5,6,NA,"1, 2, 3, 4, 28, 9, 38, 8, 4, 1, 6, 1, 4, 3, 2, 2, NA, NA, NA, NA",7,109,93,13,15,NA,"1, 2, 3, 4, 1960, 1856, 1796, 1831, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Cloudy",20,"OVERCAST",5,2,2,1,1,0,0,13,4,4,0,0,7,0
"Fremantle Vs Gold Coast Suns",2016-04-02 08:40:00,"CONCLUDED","CD_M20160140204","CD_V70","2016-04-02T08:40:00","CD_T60","CD_T1000","CD_R201601402","2016-04-02T16:40:00","FRE V GCFC","#AFLFreoSuns","Fremantle",NA,"CD_T60","FRE","Freo","Gold Coast Suns",NA,"CD_T1000","GCFC","Suns","Perth","Domain Stadium","WA","Australia/Perth","CD_V70","DS",NA,NA,NA,NA,"Round 2","2016","CD_R201601402","Rd 2","CD_S2016014",2,"CONCLUDED","CD_M20160140204",NA,NA,NA,"1, 2, 3, 4, 25, 19, 22, 26, 4, 3, 3, 4, 1, 1, 4, 2, NA, NA, NA, NA",1,26,100,14,16,NA,"1, 2, 3, 4, 28, 9, 38, 8, 4, 1, 6, 1, 4, 3, 2, 2, NA, NA, NA, NA",0,96,126,19,12,NA,"1, 2, 3, 4, 1960, 1856, 1796, 1831, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Mostly Sunny",23,"MOSTLY_SUNNY",14,8,4,0,1,1,2,19,7,3,1,1,0,0
"GWS Giants Vs Geelong Cats",2016-04-03 03:10:00,"CONCLUDED","CD_M20160140207","CD_V150","2016-04-03T03:10:00","CD_T1010","CD_T70","CD_R201601402","2016-04-03T13:10:00","GWS V GEEL","#AFLGiantsCats","GWS Giants",NA,"CD_T1010","GWS","Giants","Geelong Cats",NA,"CD_T70","GEEL","Cats","Canberra","Manuka Oval","ACT","Australia/Canberra","CD_V150","MO",NA,NA,NA,NA,"Round 2","2016","CD_R201601402","Rd 2","CD_S2016014",2,"CONCLUDED","CD_M20160140207",NA,NA,NA,"1, 2, 3, 4, 25, 19, 22, 26, 4, 3, 3, 4, 1, 1, 4, 2, NA, NA, NA, NA",4,90,89,13,11,NA,"1, 2, 3, 4, 28, 9, 38, 8, 4, 1, 6, 1, 4, 3, 2, 2, NA, NA, NA, NA",3,27,76,11,10,NA,"1, 2, 3, 4, 1960, 1856, 1796, 1831, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Cloudy",20,"OVERCAST",13,2,3,1,1,4,0,11,3,2,2,0,3,0
"Hawthorn Vs West Coast Eagles",2016-04-03 05:20:00,"CONCLUDED","CD_M20160140209","CD_V40","2016-04-03T05:20:00","CD_T80","CD_T150","CD_R201601402","2016-04-03T15:20:00","HAW V WCE","#AFLHawksEagles","Hawthorn",NA,"CD_T80","HAW","Hawks","West Coast Eagles",NA,"CD_T150","WCE","Eagles","Melbourne","MCG","VIC","Australia/Melbourne","CD_V40","MCG",NA,NA,NA,NA,"Round 2","2016","CD_R201601402","Rd 2","CD_S2016014",2,"CONCLUDED","CD_M20160140209",NA,NA,NA,"1, 2, 3, 4, 25, 19, 22, 26, 4, 3, 3, 4, 1, 1, 4, 2, NA, NA, NA, NA",4,113,99,14,15,NA,"1, 2, 3, 4, 28, 9, 38, 8, 4, 1, 6, 1, 4, 3, 2, 2, NA, NA, NA, NA",2,4,53,7,11,NA,"1, 2, 3, 4, 1960, 1856, 1796, 1831, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Sunny, Light winds",19,"SUNNY",14,6,2,1,1,4,1,7,3,5,1,0,2,0
"Carlton Vs Sydney Swans",2016-04-03 06:40:00,"CONCLUDED","CD_M20160140208","CD_V190","2016-04-03T06:40:00","CD_T30","CD_T160","CD_R201601402","2016-04-03T16:40:00","CARL V SYD","#AFLBluesSwans","Carlton",NA,"CD_T30","CARL","Blues","Sydney Swans",NA,"CD_T160","SYD","Swans","Melbourne","Marvel Stadium","VIC","Australia/Melbourne","CD_V190","MRVL",NA,NA,NA,NA,"Round 2","2016","CD_R201601402","Rd 2","CD_S2016014",2,"CONCLUDED","CD_M20160140208",NA,NA,NA,"1, 2, 3, 4, 25, 19, 22, 26, 4, 3, 3, 4, 1, 1, 4, 2, NA, NA, NA, NA",1,12,71,10,11,NA,"1, 2, 3, 4, 28, 9, 38, 8, 4, 1, 6, 1, 4, 3, 2, 2, NA, NA, NA, NA",1,103,131,20,11,NA,"1, 2, 3, 4, 1960, 1856, 1796, 1831, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Sunny, Light winds",19,"RAIN",10,1,5,1,3,1,0,20,5,4,0,0,1,1
"Port Adelaide Vs Essendon",2016-04-08 09:50:00,"CONCLUDED","CD_M20160140301","CD_V6","2016-04-08T09:50:00","CD_T110","CD_T50","CD_R201601403","2016-04-08T19:20:00","PORT V ESS","#AFLPowerDons","Port Adelaide",NA,"CD_T110","PORT","Power","Essendon",NA,"CD_T50","ESS","Bombers","Adelaide","Adelaide Oval","SA","Australia/Adelaide","CD_V6","AO",NA,NA,NA,NA,"Round 3","2016","CD_R201601403","Rd 3","CD_S2016014",3,"CONCLUDED","CD_M20160140301",NA,NA,NA,"1, 2, 3, 4, 25, 19, 22, 26, 4, 3, 3, 4, 1, 1, 4, 2, NA, NA, NA, NA",0,115,112,17,10,NA,"1, 2, 3, 4, 28, 9, 38, 8, 4, 1, 6, 1, 4, 3, 2, 2, NA, NA, NA, NA",3,3,51,7,9,NA,"1, 2, 3, 4, 1960, 1856, 1796, 1831, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Partly cloudy",18,"MOSTLY_SUNNY",17,6,3,1,0,0,0,7,3,3,0,0,3,0
"St Kilda Vs Collingwood",2016-04-09 03:45:00,"CONCLUDED","CD_M20160140305","CD_V40","2016-04-09T03:45:00","CD_T130","CD_T40","CD_R201601403","2016-04-09T13:45:00","STK V COLL","#AFLSaintsPies","St Kilda",NA,"CD_T130","STK","Saints","Collingwood",NA,"CD_T40","COLL","Magpies","Melbourne","MCG","VIC","Australia/Melbourne","CD_V40","MCG",NA,NA,NA,NA,"Round 3","2016","CD_R201601403","Rd 3","CD_S2016014",3,"CONCLUDED","CD_M20160140305",NA,NA,NA,"1, 2, 3, 4, 25, 19, 22, 26, 4, 3, 3, 4, 1, 1, 4, 2, NA, NA, NA, NA",0,101,119,18,11,NA,"1, 2, 3, 4, 28, 9, 38, 8, 4, 1, 6, 1, 4, 3, 2, 2, NA, NA, NA, NA",0,13,90,14,6,NA,"1, 2, 3, 4, 1960, 1856, 1796, 1831, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Partly cloudy",21,"OVERCAST",18,6,3,1,1,0,0,14,3,2,0,1,0,0
"Richmond Vs Adelaide Crows",2016-04-09 04:10:00,"CONCLUDED","CD_M20160140302","CD_V190","2016-04-09T04:10:00","CD_T120","CD_T10","CD_R201601403","2016-04-09T14:10:00","RICH V ADEL","#AFLTigersCrows","Richmond",NA,"CD_T120","RICH","Tigers","Adelaide Crows",NA,"CD_T10","ADEL","Crows","Melbourne","Marvel Stadium","VIC","Australia/Melbourne","CD_V190","MRVL",NA,NA,NA,NA,"Round 3","2016","CD_R201601403","Rd 3","CD_S2016014",3,"CONCLUDED","CD_M20160140302",NA,NA,NA,"1, 2, 3, 4, 25, 19, 22, 26, 4, 3, 3, 4, 1, 1, 4, 2, NA, NA, NA, NA",2,17,92,13,14,NA,"1, 2, 3, 4, 28, 9, 38, 8, 4, 1, 6, 1, 4, 3, 2, 2, NA, NA, NA, NA",3,101,128,19,14,NA,"1, 2, 3, 4, 1960, 1856, 1796, 1831, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Partly cloudy",21,"OVERCAST",13,4,5,2,1,2,0,19,4,5,2,0,3,0
"Sydney Swans Vs GWS Giants",2016-04-09 06:35:00,"CONCLUDED","CD_M20160140303","CD_V60","2016-04-09T06:35:00","CD_T160","CD_T1010","CD_R201601403","2016-04-09T16:35:00","SYD V GWS","#AFLSwansGiants","Sydney Swans",NA,"CD_T160","SYD","Swans","GWS Giants",NA,"CD_T1010","GWS","Giants","Sydney","SCG","NSW","Australia/Sydney","CD_V60","SCG",NA,NA,NA,NA,"Round 3","2016","CD_R201601403","Rd 3","CD_S2016014",3,"CONCLUDED","CD_M20160140303",NA,NA,NA,"1, 2, 3, 4, 25, 19, 22, 26, 4, 3, 3, 4, 1, 1, 4, 2, NA, NA, NA, NA",0,87,93,14,9,NA,"1, 2, 3, 4, 28, 9, 38, 8, 4, 1, 6, 1, 4, 3, 2, 2, NA, NA, NA, NA",2,9,68,10,8,NA,"1, 2, 3, 4, 1960, 1856, 1796, 1831, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Mostly clear",18,"MOSTLY_SUNNY",14,6,2,0,1,0,0,10,4,2,0,0,2,0
