"match.name","match.date","match.status","match.matchId","match.venue","match.utcStartTime","match.homeTeamId","match.awayTeamId","match.round","match.venueLocalStartTime","match.abbr","match.twitterHashTag","match.homeTeam.name","match.homeTeam.timeZone","match.homeTeam.teamId","match.homeTeam.abbr","match.homeTeam.nickname","match.awayTeam.name","match.awayTeam.timeZone","match.awayTeam.teamId","match.awayTeam.abbr","match.awayTeam.nickname","venue.address","venue.name","venue.state","venue.timeZone","venue.venueId","venue.abbreviation","venue.capacity","venue.groundDimension","venue.latitude","venue.longitude","round.name","round.year","round.roundId","round.abbreviation","round.competitionId","round.roundNumber","status","matchId","scoreWorm","scoreMap","lastUpdated","homeTeamScore.periodScore","homeTeamScore.rushedBehinds","homeTeamScore.minutesInFront","homeTeamScore.matchScore.totalScore","homeTeamScore.matchScore.goals","homeTeamScore.matchScore.behinds","homeTeamScore.matchScore.superGoals","awayTeamScore.periodScore","awayTeamScore.rushedBehinds","awayTeamScore.minutesInFront","awayTeamScore.matchScore.totalScore","awayTeamScore.matchScore.goals","awayTeamScore.matchScore.behinds","awayTeamScore.matchScore.superGoals","matchClock.periods","weather.description","weather.tempInCelsius","weather.weatherType","homeTeamScoreChart.goals","homeTeamScoreChart.leftBehinds","homeTeamScoreChart.rightBehinds","homeTeamScoreChart.leftPosters","homeTeamScoreChart.rightPosters","homeTeamScoreChart.rushedBehinds","homeTeamScoreChart.touchedBehinds","awayTeamScoreChart.goals","awayTeamScoreChart.leftBehinds","awayTeamScoreChart.rightBehinds","awayTeamScoreChart.leftPosters","awayTeamScoreChart.rightPosters","awayTeamScoreChart.rushedBehinds","awayTeamScoreChart.touchedBehinds"
"Western Bulldogs Vs Sydney Swans",2017-03-31 08:50:00,"CONCLUDED","CD_M20170140202","CD_V190","2017-03-31T08:50:00","CD_T140","CD_T160","CD_R201701402","2017-03-31T19:50:00","WB V SYD","#AFLDogsSwans","Western Bulldogs",NA,"CD_T140","WB","Bulldogs","Sydney Swans",NA,"CD_T160","SYD","Swans","Melbourne","Marvel Stadium","VIC","Australia/Melbourne","CD_V190","MRVL",NA,NA,NA,NA,"Round 2","2017","CD_R201701402","Rd 2","CD_S2017014",2,"CONCLUDED","CD_M20170140202",NA,NA,"2017-03-31T11:47:07.730+0000","1, 2, 3, 4, 27, 19, 30, 13, 4, 3, 5, 2, 3, 1, 0, 1, NA, NA, NA, NA",4,75,110,16,14,NA,"1, 2, 3, 4, 45, 38, 18, 31, 7, 6, 2, 5, 3, 2, 6, 1, NA, NA, NA, NA",1,43,87,13,9,NA,"1, 2, 3, 4, 1965, 1925, 1741, 1901, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Partly cloudy",18,"MOSTLY_SUNNY",16,6,1,0,1,4,2,13,2,4,2,0,1,0
"Hawthorn Vs Adelaide Crows",2017-04-01 02:45:00,"CONCLUDED","CD_M20170140203","CD_V40","2017-04-01T02:45:00","CD_T80","CD_T10","CD_R201701402","2017-04-01T13:45:00","HAW V ADEL","#AFLHawksCrows","Hawthorn",NA,"CD_T80","HAW","Hawks","Adelaide Crows",NA,"CD_T10","ADEL","Crows","Melbourne","MCG","VIC","Australia/Melbourne","CD_V40","MCG",NA,NA,NA,NA,"Round 2","2017","CD_R201701402","Rd 2","CD_S2017014",2,"CONCLUDED","CD_M20170140203",NA,NA,"2017-04-01T05:43:09.317+0000","1, 2, 3, 4, 27, 19, 30, 13, 4, 3, 5, 2, 3, 1, 0, 1, NA, NA, NA, NA",3,68,89,13,11,NA,"1, 2, 3, 4, 45, 38, 18, 31, 7, 6, 2, 5, 3, 2, 6, 1, NA, NA, NA, NA",4,50,113,16,17,NA,"1, 2, 3, 4, 1965, 1925, 1741, 1901, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Possible shower",19,"RAIN",13,2,4,2,0,3,0,16,9,3,0,1,4,0
"GWS Giants Vs Gold Coast Suns",2017-04-01 05:35:00,"CONCLUDED","CD_M20170140204","CD_V43","2017-04-01T05:35:00","CD_T1010","CD_T1000","CD_R201701402","2017-04-01T16:35:00","GWS V GCFC","#AFLGiantsSuns","GWS Giants",NA,"CD_T1010","GWS","Giants","Gold Coast Suns",NA,"CD_T1000","GCFC","Suns","Sydney","GIANTS Stadium","NSW","Australia/Sydney","CD_V43","GS",NA,NA,NA,NA,"Round 2","2017","CD_R201701402","Rd 2","CD_S2017014",2,"POSTGAME","CD_M20170140204",NA,NA,"2017-04-01T08:14:22.088+0000","1, 2, 3, 4, 27, 19, 30, 13, 4, 3, 5, 2, 3, 1, 0, 1, NA, NA, NA, NA",3,116,160,24,16,NA,"1, 2, 3, 4, 45, 38, 18, 31, 7, 6, 2, 5, 3, 2, 6, 1, NA, NA, NA, NA",1,0,58,8,10,NA,"1, 2, 3, 4, 1965, 1925, 1741, 1901, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Partly cloudy",18,"MOSTLY_SUNNY",24,6,3,4,0,3,0,8,3,4,1,1,1,0
"Brisbane Lions Vs Essendon",2017-04-01 08:25:00,"CONCLUDED","CD_M20170140205","CD_V20","2017-04-01T08:25:00","CD_T20","CD_T50","CD_R201701402","2017-04-01T18:25:00","BL V ESS","#AFLLionsDons","Brisbane Lions",NA,"CD_T20","BL","Lions","Essendon",NA,"CD_T50","ESS","Bombers","Brisbane","Gabba","QLD","Australia/Brisbane","CD_V20","G",NA,NA,NA,NA,"Round 2","2017","CD_R201701402","Rd 2","CD_S2017014",2,"CONCLUDED","CD_M20170140205",NA,NA,"2017-04-01T11:24:02.472+0000","1, 2, 3, 4, 27, 19, 30, 13, 4, 3, 5, 2, 3, 1, 0, 1, NA, NA, NA, NA",2,16,84,12,12,NA,"1, 2, 3, 4, 45, 38, 18, 31, 7, 6, 2, 5, 3, 2, 6, 1, NA, NA, NA, NA",1,92,111,17,9,NA,"1, 2, 3, 4, 1965, 1925, 1741, 1901, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Mostly Sunny",18,"MOSTLY_SUNNY",12,5,4,0,1,2,0,17,4,3,0,1,1,0
"West Coast Eagles Vs St Kilda",2017-04-01 08:40:00,"CONCLUDED","CD_M20170140206","CD_V70","2017-04-01T08:40:00","CD_T150","CD_T130","CD_R201701402","2017-04-01T16:40:00","WCE V STK","#AFLEaglesSaints","West Coast Eagles",NA,"CD_T150","WCE","Eagles","St Kilda",NA,"CD_T130","STK","Saints","Perth","Domain Stadium","WA","Australia/Perth","CD_V70","DS",NA,NA,NA,NA,"Round 2","2017","CD_R201701402","Rd 2","CD_S2017014",2,"CONCLUDED","CD_M20170140206",NA,NA,"2017-04-01T11:41:18.017+0000","1, 2, 3, 4, 27, 19, 30, 13, 4, 3, 5, 2, 3, 1, 0, 1, NA, NA, NA, NA",2,11,116,18,8,NA,"1, 2, 3, 4, 45, 38, 18, 31, 7, 6, 2, 5, 3, 2, 6, 1, NA, NA, NA, NA",5,105,97,13,19,NA,"1, 2, 3, 4, 1965, 1925, 1741, 1901, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Mostly Sunny",18,"MOSTLY_SUNNY",18,1,5,0,0,2,0,13,7,6,0,0,5,1
"Geelong Cats Vs North Melbourne",2017-04-02 03:10:00,"CONCLUDED","CD_M20170140207","CD_V190","2017-04-02T03:10:00","CD_T70","CD_T100","CD_R201701402","2017-04-02T13:10:00","GEEL V NMFC","#AFLCatsNorth","Geelong Cats",NA,"CD_T70","GEEL","Cats","North Melbourne",NA,"CD_T100","NMFC","Kangaroos","Melbourne","Marvel Stadium","VIC","Australia/Melbourne","CD_V190","MRVL",NA,NA,NA,NA,"Round 2","2017","CD_R201701402","Rd 2","CD_S2017014",2,"CONCLUDED","CD_M20170140207",NA,NA,"2017-04-02T06:00:58.897+0000","1, 2, 3, 4, 27, 19, 30, 13, 4, 3, 5, 2, 3, 1, 0, 1, NA, NA, NA, NA",2,2,112,17,10,NA,"1, 2, 3, 4, 45, 38, 18, 31, 7, 6, 2, 5, 3, 2, 6, 1, NA, NA, NA, NA",1,111,111,17,9,NA,"1, 2, 3, 4, 1965, 1925, 1741, 1901, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Mostly Sunny",18,"MOSTLY_SUNNY",17,4,3,1,0,2,0,17,3,4,0,0,1,1
"Melbourne Vs Carlton",2017-04-02 05:20:00,"CONCLUDED","CD_M20170140208","CD_V40","2017-04-02T05:20:00","CD_T90","CD_T30","CD_R201701402","2017-04-02T15:20:00","MELB V CARL","#AFLDeesBlues","Melbourne",NA,"CD_T90","MELB","Demons","Carlton",NA,"CD_T30","CARL","Blues","Melbourne","MCG","VIC","Australia/Melbourne","CD_V40","MCG",NA,NA,NA,NA,"Round 2","2017","CD_R201701402","Rd 2","CD_S2017014",2,"CONCLUDED","CD_M20170140208",NA,NA,"2017-04-02T08:06:50.501+0000","1, 2, 3, 4, 27, 19, 30, 13, 4, 3, 5, 2, 3, 1, 0, 1, NA, NA, NA, NA",1,86,86,13,8,NA,"1, 2, 3, 4, 45, 38, 18, 31, 7, 6, 2, 5, 3, 2, 6, 1, NA, NA, NA, NA",1,13,64,9,10,NA,"1, 2, 3, 4, 1965, 1925, 1741, 1901, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Mostly Sunny",18,"MOSTLY_SUNNY",13,2,2,1,1,1,1,9,6,2,0,1,1,0
"Port Adelaide Vs Fremantle",2017-04-02 06:40:00,"CONCLUDED","CD_M20170140209","CD_V6","2017-04-02T06:40:00","CD_T110","CD_T60","CD_R201701402","2017-04-02T16:10:00","PORT V FRE","#AFLPowerFreo","Port Adelaide",NA,"CD_T110","PORT","Power","Fremantle",NA,"CD_T60","FRE","Freo","Adelaide","Adelaide Oval","SA","Australia/Adelaide","CD_V6","AO",NA,NA,NA,NA,"Round 2","2017","CD_R201701402","Rd 2","CD_S2017014",2,"CONCLUDED","CD_M20170140209",NA,NA,"2017-04-02T09:33:49.740+0000","1, 2, 3, 4, 27, 19, 30, 13, 4, 3, 5, 2, 3, 1, 0, 1, NA, NA, NA, NA",1,114,145,22,13,NA,"1, 2, 3, 4, 45, 38, 18, 31, 7, 6, 2, 5, 3, 2, 6, 1, NA, NA, NA, NA",0,0,56,8,8,NA,"1, 2, 3, 4, 1965, 1925, 1741, 1901, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Mostly Sunny",18,"MOSTLY_SUNNY",22,5,6,1,0,1,0,8,5,3,0,0,0,0
"Sydney Swans Vs Collingwood",2017-04-07 09:50:00,"CONCLUDED","CD_M20170140301","CD_V60","2017-04-07T09:50:00","CD_T160","CD_T40","CD_R201701403","2017-04-07T19:50:00","SYD V COLL","#AFLSwansPies","Sydney Swans",NA,"CD_T160","SYD","Swans","Collingwood",NA,"CD_T40","COLL","Magpies","Sydney","SCG","NSW","Australia/Sydney","CD_V60","SCG",NA,NA,NA,NA,"Round 3","2017","CD_R201701403","Rd 3","CD_S2017014",3,"CONCLUDED","CD_M20170140301",NA,NA,"2017-04-07T12:37:05.505+0000","1, 2, 3, 4, 27, 19, 30, 13, 4, 3, 5, 2, 3, 1, 0, 1, NA, NA, NA, NA",2,1,79,11,13,NA,"1, 2, 3, 4, 45, 38, 18, 31, 7, 6, 2, 5, 3, 2, 6, 1, NA, NA, NA, NA",1,109,80,11,14,NA,"1, 2, 3, 4, 1965, 1925, 1741, 1901, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Mostly clear",18,"MOSTLY_SUNNY",11,4,5,1,1,2,0,11,5,5,1,1,1,1
"North Melbourne Vs GWS Giants",2017-04-08 03:45:00,"CONCLUDED","CD_M20170140302","CD_V2","2017-04-08T03:45:00","CD_T100","CD_T1010","CD_R201701403","2017-04-08T13:45:00","NMFC V GWS","#AFLNorthGiants","North Melbourne",NA,"CD_T100","NMFC","Kangaroos","GWS Giants",NA,"CD_T1010","GWS","Giants","Hobart","Blundstone Arena","TAS","Australia/Hobart","CD_V2","BA",NA,NA,NA,NA,"Round 3","2017","CD_R201701403","Rd 3","CD_S2017014",3,"CONCLUDED","CD_M20170140302",NA,NA,"2017-04-08T06:40:43.571+0000","1, 2, 3, 4, 27, 19, 30, 13, 4, 3, 5, 2, 3, 1, 0, 1, NA, NA, NA, NA",1,30,67,10,7,NA,"1, 2, 3, 4, 45, 38, 18, 31, 7, 6, 2, 5, 3, 2, 6, 1, NA, NA, NA, NA",3,84,109,15,19,NA,"1, 2, 3, 4, 1965, 1925, 1741, 1901, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Shower or two",23,"RAIN",10,2,3,0,0,1,1,15,7,5,2,2,3,0
"Richmond Vs West Coast Eagles",2017-04-08 04:10:00,"CONCLUDED","CD_M20170140303","CD_V40","2017-04-08T04:10:00","CD_T120","CD_T150","CD_R201701403","2017-04-08T14:10:00","RICH V WCE","#AFLTigersEagles","Richmond",NA,"CD_T120","RICH","Tigers","West Coast Eagles",NA,"CD_T150","WCE","Eagles","Melbourne","MCG","VIC","Australia/Melbourne","CD_V40","MCG",NA,NA,NA,NA,"Round 3","2017","CD_R201701403","Rd 3","CD_S2017014",3,"CONCLUDED","CD_M20170140303",NA,NA,"2017-04-08T07:29:03.944+0000","1, 2, 3, 4, 27, 19, 30, 13, 4, 3, 5, 2, 3, 1, 0, 1, NA, NA, NA, NA",1,55,76,11,10,NA,"1, 2, 3, 4, 45, 38, 18, 31, 7, 6, 2, 5, 3, 2, 6, 1, NA, NA, NA, NA",6,46,65,8,17,NA,"1, 2, 3, 4, 1965, 1925, 1741, 1901, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Few showers Possible storm",18,"THUNDERSTORMS",11,4,4,0,0,1,1,8,3,8,0,0,6,0
"Geelong Cats Vs Melbourne",2017-04-08 06:35:00,"CONCLUDED","CD_M20170140304","CD_V190","2017-04-08T06:35:00","CD_T70","CD_T90","CD_R201701403","2017-04-08T16:35:00","GEEL V MELB","#AFLCatsDees","Geelong Cats",NA,"CD_T70","GEEL","Cats","Melbourne",NA,"CD_T90","MELB","Demons","Melbourne","Marvel Stadium","VIC","Australia/Melbourne","CD_V190","MRVL",NA,NA,NA,NA,"Round 3","2017","CD_R201701403","Rd 3","CD_S2017014",3,"CONCLUDED","CD_M20170140304",NA,NA,"2017-04-08T10:07:38.310+0000","1, 2, 3, 4, 27, 19, 30, 13, 4, 3, 5, 2, 3, 1, 0, 1, NA, NA, NA, NA",2,80,126,20,6,NA,"1, 2, 3, 4, 45, 38, 18, 31, 7, 6, 2, 5, 3, 2, 6, 1, NA, NA, NA, NA",0,40,97,13,19,NA,"1, 2, 3, 4, 1965, 1925, 1741, 1901, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Few showers Possible storm",18,"THUNDERSTORMS",20,1,3,0,0,2,0,13,8,10,1,0,0,0
