"match.name","match.date","match.status","match.matchId","match.venue","match.utcStartTime","match.homeTeamId","match.awayTeamId","match.round","match.venueLocalStartTime","match.abbr","match.twitterHashTag","match.homeTeam.name","match.homeTeam.timeZone","match.homeTeam.teamId","match.homeTeam.abbr","match.homeTeam.nickname","match.awayTeam.name","match.awayTeam.timeZone","match.awayTeam.teamId","match.awayTeam.abbr","match.awayTeam.nickname","venue.address","venue.name","venue.state","venue.timeZone","venue.venueId","venue.abbreviation","venue.capacity","venue.groundDimension","venue.latitude","venue.longitude","round.name","round.year","round.roundId","round.abbreviation","round.competitionId","round.roundNumber","status","matchId","scoreWorm","scoreMap","homeTeamScoreChart","awayTeamScoreChart","lastUpdated","homeTeamScore.periodScore","homeTeamScore.rushedBehinds","homeTeamScore.minutesInFront","homeTeamScore.matchScore.totalScore","homeTeamScore.matchScore.goals","homeTeamScore.matchScore.behinds","homeTeamScore.matchScore.superGoals","awayTeamScore.periodScore","awayTeamScore.rushedBehinds","awayTeamScore.minutesInFront","awayTeamScore.matchScore.totalScore","awayTeamScore.matchScore.goals","awayTeamScore.matchScore.behinds","awayTeamScore.matchScore.superGoals","matchClock.periods","weather.description","weather.tempInCelsius","weather.weatherType"
"Adelaide Crows Vs Essendon",2013-03-22 09:40:00,"CONCLUDED","CD_M20130140101","CD_V10","2013-03-22T09:40:00","CD_T10","CD_T50","CD_R201301401","2013-03-22T20:10:00","ADEL V ESS","#AFLCrowsDons","Adelaide Crows",NA,"CD_T10","ADEL","Crows","Essendon",NA,"CD_T50","ESS","Bombers","Adelaide","AAMI Stadium","SA","Australia/Adelaide","CD_V10","AS",NA,NA,NA,NA,"Round 1","2013","CD_R201301401","Rd 1","CD_S2013014",1,"CONCLUDED","CD_M20130140101",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",5,NA,82,11,16,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",1,NA,117,18,9,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Partly cloudy.",27,"MOSTLY_CLEAR"
"Fremantle Vs West Coast Eagles",2013-03-23 08:40:00,"CONCLUDED","CD_M20130140102","CD_V70","2013-03-23T08:40:00","CD_T60","CD_T150","CD_R201301401","2013-03-23T16:40:00","FRE V WCE","#AFLFreoEagles","Fremantle",NA,"CD_T60","FRE","Freo","West Coast Eagles",NA,"CD_T150","WCE","Eagles","Perth","Domain Stadium","WA","Australia/Perth","CD_V70","DS",NA,NA,NA,NA,"Round 1","2013","CD_R201301401","Rd 1","CD_S2013014",1,"CONCLUDED","CD_M20130140102",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",1,NA,108,16,12,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",3,NA,80,11,14,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Sunny.",27,"SUNNY"
"Carlton Vs Richmond",2013-03-28 08:45:00,"CONCLUDED","CD_M20130140103","CD_V40","2013-03-28T08:45:00","CD_T30","CD_T120","CD_R201301401","2013-03-28T19:45:00","CARL V RICH","#AFLBluesTigers","Carlton",NA,"CD_T30","CARL","Blues","Richmond",NA,"CD_T120","RICH","Tigers","Melbourne","MCG","VIC","Australia/Melbourne","CD_V40","MCG",NA,NA,NA,NA,"Round 1","2013","CD_R201301401","Rd 1","CD_S2013014",1,"CONCLUDED","CD_M20130140103",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",3,NA,101,14,17,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",6,NA,106,14,22,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Mostly Clear.",18,"MOSTLY_CLEAR"
"Western Bulldogs Vs Brisbane Lions",2013-03-30 02:40:00,"CONCLUDED","CD_M20130140104","CD_V190","2013-03-30T02:40:00","CD_T140","CD_T20","CD_R201301401","2013-03-30T13:40:00","WB V BL","#AFLDogsLions","Western Bulldogs",NA,"CD_T140","WB","Bulldogs","Brisbane Lions",NA,"CD_T20","BL","Lions","Melbourne","Marvel Stadium","VIC","Australia/Melbourne","CD_V190","MRVL",NA,NA,NA,NA,"Round 1","2013","CD_R201301401","Rd 1","CD_S2013014",1,"CONCLUDED","CD_M20130140104",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",4,NA,127,19,13,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",3,NA,59,7,17,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Partly cloudy.",20,"OVERCAST"
"GWS Giants Vs Sydney Swans",2013-03-30 05:40:00,"CONCLUDED","CD_M20130140105","CD_V9","2013-03-30T05:40:00","CD_T1010","CD_T160","CD_R201301401","2013-03-30T16:40:00","GWS V SYD","#AFLGiantsSwans","GWS Giants",NA,"CD_T1010","GWS","Giants","Sydney Swans",NA,"CD_T160","SYD","Swans","Sydney","Accor Stadium","NSW","Australia/Sydney","CD_V9","ASA",NA,NA,NA,NA,"Round 1","2013","CD_R201301401","Rd 1","CD_S2013014",1,"CONCLUDED","CD_M20130140105",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",1,NA,76,11,10,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",2,NA,106,16,10,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Mostly sunny morning.",23,"MOSTLY_SUNNY"
"Gold Coast Suns Vs St Kilda",2013-03-30 08:45:00,"CONCLUDED","CD_M20130140106","CD_V81","2013-03-30T08:45:00","CD_T1000","CD_T130","CD_R201301401","2013-03-30T18:45:00","GCFC V STK","#AFLSunsSaints","Gold Coast Suns",NA,"CD_T1000","GCFC","Suns","St Kilda",NA,"CD_T130","STK","Saints","Gold Coast","Metricon Stadium","QLD","Australia/Brisbane","CD_V81","MS",NA,NA,NA,NA,"Round 1","2013","CD_R201301401","Rd 1","CD_S2013014",1,"CONCLUDED","CD_M20130140106",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",1,NA,90,13,12,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",5,NA,77,10,17,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Mostly fine, possible shower.",27,"MOSTLY_SUNNY"
"Melbourne Vs Port Adelaide",2013-03-31 02:10:00,"CONCLUDED","CD_M20130140107","CD_V40","2013-03-31T02:10:00","CD_T90","CD_T110","CD_R201301401","2013-03-31T13:10:00","MELB V PORT","#AFLDeesPower","Melbourne",NA,"CD_T90","MELB","Demons","Port Adelaide",NA,"CD_T110","PORT","Power","Melbourne","MCG","VIC","Australia/Melbourne","CD_V40","MCG",NA,NA,NA,NA,"Round 1","2013","CD_R201301401","Rd 1","CD_S2013014",1,"CONCLUDED","CD_M20130140107",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",2,NA,54,8,6,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",4,NA,133,19,19,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","A few showers clearing.",20,"OVERCAST"
"North Melbourne Vs Collingwood",2013-03-31 05:40:00,"CONCLUDED","CD_M20130140108","CD_V190","2013-03-31T05:40:00","CD_T100","CD_T40","CD_R201301401","2013-03-31T16:40:00","NMFC V COLL","#AFLNorthPies","North Melbourne",NA,"CD_T100","NMFC","Kangaroos","Collingwood",NA,"CD_T40","COLL","Magpies","Melbourne","Marvel Stadium","VIC","Australia/Melbourne","CD_V190","MRVL",NA,NA,NA,NA,"Round 1","2013","CD_R201301401","Rd 1","CD_S2013014",1,"CONCLUDED","CD_M20130140108",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",0,NA,87,13,9,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",2,NA,103,15,13,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","A few showers clearing.",17,"OVERCAST"
"Hawthorn Vs Geelong Cats",2013-04-01 04:20:00,"CONCLUDED","CD_M20130140109","CD_V40","2013-04-01T04:20:00","CD_T80","CD_T70","CD_R201301401","2013-04-01T15:20:00","HAW V GEEL","#AFLHawksCats","Hawthorn",NA,"CD_T80","HAW","Hawks","Geelong Cats",NA,"CD_T70","GEEL","Cats","Melbourne","MCG","VIC","Australia/Melbourne","CD_V40","MCG",NA,NA,NA,NA,"Round 1","2013","CD_R201301401","Rd 1","CD_S2013014",1,"CONCLUDED","CD_M20130140109",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",1,NA,86,12,14,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",4,NA,93,13,15,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Partly Sunny. Mild.",16,"OVERCAST"
"St Kilda Vs Richmond",2013-04-05 08:50:00,"CONCLUDED","CD_M20130140201","CD_V40","2013-04-05T08:50:00","CD_T130","CD_T120","CD_R201301402","2013-04-05T19:50:00","STK V RICH","#AFLSaintsTigers","St Kilda",NA,"CD_T130","STK","Saints","Richmond",NA,"CD_T120","RICH","Tigers","Melbourne","MCG","VIC","Australia/Melbourne","CD_V40","MCG",NA,NA,NA,NA,"Round 2","2013","CD_R201301402","Rd 2","CD_S2013014",2,"CONCLUDED","CD_M20130140201",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",3,NA,82,12,10,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",1,NA,99,14,15,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Mostly sunny.",26,"MOSTLY_CLEAR"
"Sydney Swans Vs Gold Coast Suns",2013-04-06 02:45:00,"CONCLUDED","CD_M20130140202","CD_V60","2013-04-06T02:45:00","CD_T160","CD_T1000","CD_R201301402","2013-04-06T13:45:00","SYD V GCFC","#AFLSwansSuns","Sydney Swans",NA,"CD_T160","SYD","Swans","Gold Coast Suns",NA,"CD_T1000","GCFC","Suns","Sydney","SCG","NSW","Australia/Sydney","CD_V60","SCG",NA,NA,NA,NA,"Round 2","2013","CD_R201301402","Rd 2","CD_S2013014",2,"CONCLUDED","CD_M20130140202",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",4,NA,114,17,12,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",1,NA,73,11,7,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Partly cloudy.",18,"OVERCAST"
"Western Bulldogs Vs Fremantle",2013-04-06 03:10:00,"CONCLUDED","CD_M20130140203","CD_V190","2013-04-06T03:10:00","CD_T140","CD_T60","CD_R201301402","2013-04-06T14:10:00","WB V FRE","#AFLDogsFreo","Western Bulldogs",NA,"CD_T140","WB","Bulldogs","Fremantle",NA,"CD_T60","FRE","Freo","Melbourne","Marvel Stadium","VIC","Australia/Melbourne","CD_V190","MRVL",NA,NA,NA,NA,"Round 2","2013","CD_R201301402","Rd 2","CD_S2013014",2,"CONCLUDED","CD_M20130140203",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",1,NA,78,11,12,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",1,NA,106,16,10,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Mostly sunny.",23,"MOSTLY_SUNNY"
"Brisbane Lions Vs Adelaide Crows",2013-04-06 05:40:00,"CONCLUDED","CD_M20130140204","CD_V20","2013-04-06T05:40:00","CD_T20","CD_T10","CD_R201301402","2013-04-06T15:40:00","BL V ADEL","#AFLLionsCrows","Brisbane Lions",NA,"CD_T20","BL","Lions","Adelaide Crows",NA,"CD_T10","ADEL","Crows","Brisbane","Gabba","QLD","Australia/Brisbane","CD_V20","G",NA,NA,NA,NA,"Round 2","2013","CD_R201301402","Rd 2","CD_S2013014",2,"CONCLUDED","CD_M20130140204",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",3,NA,77,10,17,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",1,NA,96,14,12,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","A few showers",24,"RAIN"
"Essendon Vs Melbourne",2013-04-06 08:40:00,"CONCLUDED","CD_M20130140205","CD_V40","2013-04-06T08:40:00","CD_T50","CD_T90","CD_R201301402","2013-04-06T19:40:00","ESS V MELB","#AFLDonsDees","Essendon",NA,"CD_T50","ESS","Bombers","Melbourne",NA,"CD_T90","MELB","Demons","Melbourne","MCG","VIC","Australia/Melbourne","CD_V40","MCG",NA,NA,NA,NA,"Round 2","2013","CD_R201301402","Rd 2","CD_S2013014",2,"CONCLUDED","CD_M20130140205",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",3,NA,184,28,16,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",1,NA,36,5,6,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Mostly clear.",25,"MOSTLY_CLEAR"
"Port Adelaide Vs GWS Giants",2013-04-06 08:40:00,"CONCLUDED","CD_M20130140206","CD_V10","2013-04-06T08:40:00","CD_T110","CD_T1010","CD_R201301402","2013-04-06T19:10:00","PORT V GWS","#AFLPowerGiants","Port Adelaide",NA,"CD_T110","PORT","Power","GWS Giants",NA,"CD_T1010","GWS","Giants","Adelaide","AAMI Stadium","SA","Australia/Adelaide","CD_V10","AS",NA,NA,NA,NA,"Round 2","2013","CD_R201301402","Rd 2","CD_S2013014",2,"CONCLUDED","CD_M20130140206",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",6,NA,134,19,20,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",1,NA,78,11,12,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Mostly clear.",27,"MOSTLY_CLEAR"
"Geelong Cats Vs North Melbourne",2013-04-07 03:10:00,"CONCLUDED","CD_M20130140207","CD_V190","2013-04-07T03:10:00","CD_T70","CD_T100","CD_R201301402","2013-04-07T13:10:00","GEEL V NMFC","#AFLCatsNorth","Geelong Cats",NA,"CD_T70","GEEL","Cats","North Melbourne",NA,"CD_T100","NMFC","Kangaroos","Melbourne","Marvel Stadium","VIC","Australia/Melbourne","CD_V190","MRVL",NA,NA,NA,NA,"Round 2","2013","CD_R201301402","Rd 2","CD_S2013014",2,"CONCLUDED","CD_M20130140207",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",0,NA,112,16,16,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",1,NA,108,17,6,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Partly cloudy.",27,"MOSTLY_SUNNY"
"Collingwood Vs Carlton",2013-04-07 05:20:00,"CONCLUDED","CD_M20130140208","CD_V40","2013-04-07T05:20:00","CD_T40","CD_T30","CD_R201301402","2013-04-07T15:20:00","COLL V CARL","#AFLPiesBlues","Collingwood",NA,"CD_T40","COLL","Magpies","Carlton",NA,"CD_T30","CARL","Blues","Melbourne","MCG","VIC","Australia/Melbourne","CD_V40","MCG",NA,NA,NA,NA,"Round 2","2013","CD_R201301402","Rd 2","CD_S2013014",2,"CONCLUDED","CD_M20130140208",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",5,NA,117,17,15,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",2,NA,100,15,10,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Mostly sunny.",26,"SUNNY"
"West Coast Eagles Vs Hawthorn",2013-04-07 06:40:00,"CONCLUDED","CD_M20130140209","CD_V70","2013-04-07T06:40:00","CD_T150","CD_T80","CD_R201301402","2013-04-07T14:40:00","WCE V HAW","#AFLEaglesHawks","West Coast Eagles",NA,"CD_T150","WCE","Eagles","Hawthorn",NA,"CD_T80","HAW","Hawks","Perth","Domain Stadium","WA","Australia/Perth","CD_V70","DS",NA,NA,NA,NA,"Round 2","2013","CD_R201301402","Rd 2","CD_S2013014",2,"CONCLUDED","CD_M20130140209",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",3,NA,98,15,8,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",4,NA,148,23,10,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Passing Clouds. Mild.",25,"MOSTLY_SUNNY"
"Fremantle Vs Essendon",2013-04-12 10:40:00,"CONCLUDED","CD_M20130140301","CD_V70","2013-04-12T10:40:00","CD_T60","CD_T50","CD_R201301403","2013-04-12T18:40:00","FRE V ESS","#AFLFreoDons","Fremantle",NA,"CD_T60","FRE","Freo","Essendon",NA,"CD_T50","ESS","Bombers","Perth","Domain Stadium","WA","Australia/Perth","CD_V70","DS",NA,NA,NA,NA,"Round 3","2013","CD_R201301403","Rd 3","CD_S2013014",3,"CONCLUDED","CD_M20130140301",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",0,NA,68,9,14,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",1,NA,72,10,12,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Rain at times.",22,"MOSTLY_SUNNY"
"North Melbourne Vs Sydney Swans",2013-04-13 03:45:00,"CONCLUDED","CD_M20130140302","CD_V2","2013-04-13T03:45:00","CD_T100","CD_T160","CD_R201301403","2013-04-13T13:45:00","NMFC V SYD","#AFLNorthSwans","North Melbourne",NA,"CD_T100","NMFC","Kangaroos","Sydney Swans",NA,"CD_T160","SYD","Swans","Hobart","Blundstone Arena","TAS","Australia/Hobart","CD_V2","BA",NA,NA,NA,NA,"Round 3","2013","CD_R201301403","Rd 3","CD_S2013014",3,"CONCLUDED","CD_M20130140302",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",8,NA,92,13,14,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",2,NA,131,20,11,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","A little rain.",23,"MOSTLY_SUNNY"
"Melbourne Vs West Coast Eagles",2013-04-13 04:10:00,"CONCLUDED","CD_M20130140303","CD_V40","2013-04-13T04:10:00","CD_T90","CD_T150","CD_R201301403","2013-04-13T14:10:00","MELB V WCE","#AFLDeesEagles","Melbourne",NA,"CD_T90","MELB","Demons","West Coast Eagles",NA,"CD_T150","WCE","Eagles","Melbourne","MCG","VIC","Australia/Melbourne","CD_V40","MCG",NA,NA,NA,NA,"Round 3","2013","CD_R201301403","Rd 3","CD_S2013014",3,"CONCLUDED","CD_M20130140303",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",0,NA,83,13,5,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",2,NA,177,27,15,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Possible shower.",24,"MOSTLY_SUNNY"
"GWS Giants Vs St Kilda",2013-04-13 06:40:00,"CONCLUDED","CD_M20130140304","CD_V150","2013-04-13T06:40:00","CD_T1010","CD_T130","CD_R201301403","2013-04-13T16:40:00","GWS V STK","#AFLGiantsSaints","GWS Giants",NA,"CD_T1010","GWS","Giants","St Kilda",NA,"CD_T130","STK","Saints","Canberra","Manuka Oval","ACT","Australia/Canberra","CD_V150","MO",NA,NA,NA,NA,"Round 3","2013","CD_R201301403","Rd 3","CD_S2013014",3,"CONCLUDED","CD_M20130140304",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",0,NA,68,10,8,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",2,NA,140,21,14,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Partly cloudy.",25,"OVERCAST"
"Geelong Cats Vs Carlton",2013-04-13 09:40:00,"CONCLUDED","CD_M20130140305","CD_V190","2013-04-13T09:40:00","CD_T70","CD_T30","CD_R201301403","2013-04-13T19:40:00","GEEL V CARL","#AFLCatsBlues","Geelong Cats",NA,"CD_T70","GEEL","Cats","Carlton",NA,"CD_T30","CARL","Blues","Melbourne","Marvel Stadium","VIC","Australia/Melbourne","CD_V190","MRVL",NA,NA,NA,NA,"Round 3","2013","CD_R201301403","Rd 3","CD_S2013014",3,"CONCLUDED","CD_M20130140305",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",1,NA,119,18,11,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",1,NA,103,15,13,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Possible shower.",24,"MOSTLY_SUNNY"
"Gold Coast Suns Vs Brisbane Lions",2013-04-13 09:40:00,"CONCLUDED","CD_M20130140306","CD_V81","2013-04-13T09:40:00","CD_T1000","CD_T20","CD_R201301403","2013-04-13T19:40:00","GCFC V BL","#AFLSunsLions","Gold Coast Suns",NA,"CD_T1000","GCFC","Suns","Brisbane Lions",NA,"CD_T20","BL","Lions","Gold Coast","Metricon Stadium","QLD","Australia/Brisbane","CD_V81","MS",NA,NA,NA,NA,"Round 3","2013","CD_R201301403","Rd 3","CD_S2013014",3,"CONCLUDED","CD_M20130140306",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",2,NA,92,13,14,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",11,NA,94,13,16,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Rain at times.",21,"MOSTLY_SUNNY"
"Richmond Vs Western Bulldogs",2013-04-14 03:10:00,"CONCLUDED","CD_M20130140307","CD_V190","2013-04-14T03:10:00","CD_T120","CD_T140","CD_R201301403","2013-04-14T13:10:00","RICH V WB","#AFLTigersDogs","Richmond",NA,"CD_T120","RICH","Tigers","Western Bulldogs",NA,"CD_T140","WB","Bulldogs","Melbourne","Marvel Stadium","VIC","Australia/Melbourne","CD_V190","MRVL",NA,NA,NA,NA,"Round 3","2013","CD_R201301403","Rd 3","CD_S2013014",3,"CONCLUDED","CD_M20130140307",NA,NA,NA,NA,NA,"1, 2, 3, 4, 22, 11, 29, 20, 3, 1, 4, 3, 4, 5, 5, 2, NA, NA, NA, NA",2,NA,135,20,15,NA,"1, 2, 3, 4, 9, 38, 38, 32, 1, 6, 6, 5, 3, 2, 2, 2, NA, NA, NA, NA",4,NA,68,10,8,NA,"1, 2, 3, 4, 1738, 1851, 1870, 1790, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Shower or two.",21,"OVERCAST"
