"match.name","match.date","match.status","match.matchId","match.venue","match.utcStartTime","match.homeTeamId","match.awayTeamId","match.round","match.venueLocalStartTime","match.abbr","match.twitterHashTag","match.homeTeam.name","match.homeTeam.timeZone","match.homeTeam.teamId","match.homeTeam.abbr","match.homeTeam.nickname","match.awayTeam.name","match.awayTeam.timeZone","match.awayTeam.teamId","match.awayTeam.abbr","match.awayTeam.nickname","venue.address","venue.name","venue.state","venue.timeZone","venue.venueId","venue.abbreviation","venue.capacity","venue.groundDimension","venue.latitude","venue.longitude","round.name","round.year","round.roundId","round.abbreviation","round.competitionId","round.roundNumber","status","matchId","scoreWorm","scoreMap","lastUpdated","homeTeamScore.periodScore","homeTeamScore.rushedBehinds","homeTeamScore.minutesInFront","homeTeamScore.matchScore.totalScore","homeTeamScore.matchScore.goals","homeTeamScore.matchScore.behinds","homeTeamScore.matchScore.superGoals","awayTeamScore.periodScore","awayTeamScore.rushedBehinds","awayTeamScore.minutesInFront","awayTeamScore.matchScore.totalScore","awayTeamScore.matchScore.goals","awayTeamScore.matchScore.behinds","awayTeamScore.matchScore.superGoals","matchClock.periods","weather.description","weather.tempInCelsius","weather.weatherType","homeTeamScoreChart.goals","homeTeamScoreChart.leftBehinds","homeTeamScoreChart.rightBehinds","homeTeamScoreChart.leftPosters","homeTeamScoreChart.rightPosters","homeTeamScoreChart.rushedBehinds","homeTeamScoreChart.touchedBehinds","awayTeamScoreChart.goals","awayTeamScoreChart.leftBehinds","awayTeamScoreChart.rightBehinds","awayTeamScoreChart.leftPosters","awayTeamScoreChart.rightPosters","awayTeamScoreChart.rushedBehinds","awayTeamScoreChart.touchedBehinds"
"Carlton Vs Richmond",2019-03-21 08:25:00,"CONCLUDED","CD_M20190140101","CD_V40","2019-03-21T08:25:00","CD_T30","CD_T120","CD_R201901401","2019-03-21T19:25:00","CARL V RICH","#AFLBluesTigers","Carlton",NA,"CD_T30","CARL","Blues","Richmond",NA,"CD_T120","RICH","Tigers","Melbourne","MCG","VIC","Australia/Melbourne","CD_V40","MCG",NA,NA,NA,NA,"Round 1","2019","CD_R201901401","Rd 1","CD_S2019014",1,"CONCLUDED","CD_M20190140101",NA,NA,"2019-03-21T11:13:13.283+0000","1, 2, 3, 4, 1, 27, 28, 8, 0, 4, 4, 1, 1, 3, 4, 2, NA, NA, NA, NA",2,0,64,9,10,NA,"1, 2, 3, 4, 34, 16, 19, 28, 5, 2, 3, 4, 4, 4, 1, 4, NA, NA, NA, NA",4,117,97,14,13,NA,"1, 2, 3, 4, 1970, 1863, 1919, 1766, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Cloudy",25,"OVERCAST",9,4,4,0,0,2,0,14,2,4,1,1,4,1
"Collingwood Vs Geelong Cats",2019-03-22 08:50:00,"CONCLUDED","CD_M20190140102","CD_V40","2019-03-22T08:50:00","CD_T40","CD_T70","CD_R201901401","2019-03-22T19:50:00","COLL V GEEL","#AFLPiesCats","Collingwood",NA,"CD_T40","COLL","Magpies","Geelong Cats",NA,"CD_T70","GEEL","Cats","Melbourne","MCG","VIC","Australia/Melbourne","CD_V40","MCG",NA,NA,NA,NA,"Round 1","2019","CD_R201901401","Rd 1","CD_S2019014",1,"CONCLUDED","CD_M20190140102",NA,NA,"2019-03-22T11:35:07.592+0000","1, 2, 3, 4, 1, 27, 28, 8, 0, 4, 4, 1, 1, 3, 4, 2, NA, NA, NA, NA",3,72,65,9,11,NA,"1, 2, 3, 4, 34, 16, 19, 28, 5, 2, 3, 4, 4, 4, 1, 4, NA, NA, NA, NA",3,32,72,10,12,NA,"1, 2, 3, 4, 1970, 1863, 1919, 1766, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Partly cloudy",29,"MOSTLY_SUNNY",9,2,5,0,0,3,1,10,4,4,1,0,3,0
"Melbourne Vs Port Adelaide",2019-03-23 02:45:00,"CONCLUDED","CD_M20190140103","CD_V40","2019-03-23T02:45:00","CD_T90","CD_T110","CD_R201901401","2019-03-23T13:45:00","MELB V PORT","#AFLDeesPower","Melbourne",NA,"CD_T90","MELB","Demons","Port Adelaide",NA,"CD_T110","PORT","Power","Melbourne","MCG","VIC","Australia/Melbourne","CD_V40","MCG",NA,NA,NA,NA,"Round 1","2019","CD_R201901401","Rd 1","CD_S2019014",1,"CONCLUDED","CD_M20190140103",NA,NA,"2019-03-23T05:26:04.829+0000","1, 2, 3, 4, 1, 27, 28, 8, 0, 4, 4, 1, 1, 3, 4, 2, NA, NA, NA, NA",1,44,61,9,7,NA,"1, 2, 3, 4, 34, 16, 19, 28, 5, 2, 3, 4, 4, 4, 1, 4, NA, NA, NA, NA",2,60,87,12,15,NA,"1, 2, 3, 4, 1970, 1863, 1919, 1766, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Possible shower",32,"RAIN",9,3,3,0,0,1,0,12,5,6,0,2,2,0
"Adelaide Crows Vs Hawthorn",2019-03-23 05:35:00,"CONCLUDED","CD_M20190140104","CD_V6","2019-03-23T05:35:00","CD_T10","CD_T80","CD_R201901401","2019-03-23T16:05:00","ADEL V HAW","#AFLCrowsHawks","Adelaide Crows",NA,"CD_T10","ADEL","Crows","Hawthorn",NA,"CD_T80","HAW","Hawks","Adelaide","Adelaide Oval","SA","Australia/Adelaide","CD_V6","AO",NA,NA,NA,NA,"Round 1","2019","CD_R201901401","Rd 1","CD_S2019014",1,"CONCLUDED","CD_M20190140104",NA,NA,"2019-03-23T08:21:16.171+0000","1, 2, 3, 4, 1, 27, 28, 8, 0, 4, 4, 1, 1, 3, 4, 2, NA, NA, NA, NA",4,1,55,7,13,NA,"1, 2, 3, 4, 34, 16, 19, 28, 5, 2, 3, 4, 4, 4, 1, 4, NA, NA, NA, NA",2,106,87,12,15,NA,"1, 2, 3, 4, 1970, 1863, 1919, 1766, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Mostly Sunny",18,"MOSTLY_SUNNY",7,5,3,0,1,4,0,12,5,8,0,0,2,0
"Western Bulldogs Vs Sydney Swans",2019-03-23 08:25:00,"CONCLUDED","CD_M20190140105","CD_V190","2019-03-23T08:25:00","CD_T140","CD_T160","CD_R201901401","2019-03-23T19:25:00","WB V SYD","#AFLDogsSwans","Western Bulldogs",NA,"CD_T140","WB","Bulldogs","Sydney Swans",NA,"CD_T160","SYD","Swans","Melbourne","Marvel Stadium","VIC","Australia/Melbourne","CD_V190","MRVL",NA,NA,NA,NA,"Round 1","2019","CD_R201901401","Rd 1","CD_S2019014",1,"CONCLUDED","CD_M20190140105",NA,NA,"2019-03-23T11:05:26.424+0000","1, 2, 3, 4, 1, 27, 28, 8, 0, 4, 4, 1, 1, 3, 4, 2, NA, NA, NA, NA",2,100,82,11,16,NA,"1, 2, 3, 4, 34, 16, 19, 28, 5, 2, 3, 4, 4, 4, 1, 4, NA, NA, NA, NA",1,8,65,9,11,NA,"1, 2, 3, 4, 1970, 1863, 1919, 1766, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Possible shower",32,"RAIN",11,7,4,1,2,2,0,9,3,4,0,3,1,0
"Brisbane Lions Vs West Coast Eagles",2019-03-23 09:20:00,"CONCLUDED","CD_M20190140106","CD_V20","2019-03-23T09:20:00","CD_T20","CD_T150","CD_R201901401","2019-03-23T19:20:00","BL V WCE","#AFLLionsEagles","Brisbane Lions",NA,"CD_T20","BL","Lions","West Coast Eagles",NA,"CD_T150","WCE","Eagles","Brisbane","Gabba","QLD","Australia/Brisbane","CD_V20","G",NA,NA,NA,NA,"Round 1","2019","CD_R201901401","Rd 1","CD_S2019014",1,"CONCLUDED","CD_M20190140106",NA,NA,"2019-03-23T12:12:10.900+0000","1, 2, 3, 4, 1, 27, 28, 8, 0, 4, 4, 1, 1, 3, 4, 2, NA, NA, NA, NA",1,81,102,15,12,NA,"1, 2, 3, 4, 34, 16, 19, 28, 5, 2, 3, 4, 4, 4, 1, 4, NA, NA, NA, NA",3,38,58,8,10,NA,"1, 2, 3, 4, 1970, 1863, 1919, 1766, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Mostly Sunny",18,"MOSTLY_SUNNY",15,1,9,1,0,1,0,8,3,3,0,0,3,1
"St Kilda Vs Gold Coast Suns",2019-03-24 02:10:00,"CONCLUDED","CD_M20190140107","CD_V190","2019-03-24T02:10:00","CD_T130","CD_T1000","CD_R201901401","2019-03-24T13:10:00","STK V GCFC","#AFLSaintsSuns","St Kilda",NA,"CD_T130","STK","Saints","Gold Coast Suns",NA,"CD_T1000","GCFC","Suns","Melbourne","Marvel Stadium","VIC","Australia/Melbourne","CD_V190","MRVL",NA,NA,NA,NA,"Round 1","2019","CD_R201901401","Rd 1","CD_S2019014",1,"CONCLUDED","CD_M20190140107",NA,NA,"2019-03-24T04:52:55.492+0000","1, 2, 3, 4, 1, 27, 28, 8, 0, 4, 4, 1, 1, 3, 4, 2, NA, NA, NA, NA",4,63,85,13,7,NA,"1, 2, 3, 4, 34, 16, 19, 28, 5, 2, 3, 4, 4, 4, 1, 4, NA, NA, NA, NA",0,38,84,13,6,NA,"1, 2, 3, 4, 1970, 1863, 1919, 1766, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Late shower or storm",27,"RAIN",13,1,2,0,0,4,0,13,2,2,1,0,0,1
"GWS Giants Vs Essendon",2019-03-24 04:20:00,"CONCLUDED","CD_M20190140108","CD_V43","2019-03-24T04:20:00","CD_T1010","CD_T50","CD_R201901401","2019-03-24T15:20:00","GWS V ESS","#AFLGiantsDons","GWS Giants",NA,"CD_T1010","GWS","Giants","Essendon",NA,"CD_T50","ESS","Bombers","Sydney","GIANTS Stadium","NSW","Australia/Sydney","CD_V43","GS",NA,NA,NA,NA,"Round 1","2019","CD_R201901401","Rd 1","CD_S2019014",1,"CONCLUDED","CD_M20190140108",NA,NA,"2019-03-24T07:08:03.479+0000","1, 2, 3, 4, 1, 27, 28, 8, 0, 4, 4, 1, 1, 3, 4, 2, NA, NA, NA, NA",0,112,112,16,16,NA,"1, 2, 3, 4, 34, 16, 19, 28, 5, 2, 3, 4, 4, 4, 1, 4, NA, NA, NA, NA",1,1,40,5,10,NA,"1, 2, 3, 4, 1970, 1863, 1919, 1766, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Partly cloudy",32,"MOSTLY_SUNNY",16,7,7,0,2,0,0,5,3,3,2,1,1,0
"Fremantle Vs North Melbourne",2019-03-24 07:20:00,"CONCLUDED","CD_M20190140109","CD_V2925","2019-03-24T07:20:00","CD_T60","CD_T100","CD_R201901401","2019-03-24T15:20:00","FRE V NMFC","#AFLFreoNorth","Fremantle",NA,"CD_T60","FRE","Freo","North Melbourne",NA,"CD_T100","NMFC","Kangaroos","Perth","Optus Stadium","WA","Australia/Perth","CD_V2925","OS",NA,NA,NA,NA,"Round 1","2019","CD_R201901401","Rd 1","CD_S2019014",1,"CONCLUDED","CD_M20190140109",NA,NA,"2019-03-24T10:13:08.422+0000","1, 2, 3, 4, 1, 27, 28, 8, 0, 4, 4, 1, 1, 3, 4, 2, NA, NA, NA, NA",5,109,141,21,15,NA,"1, 2, 3, 4, 34, 16, 19, 28, 5, 2, 3, 4, 4, 4, 1, 4, NA, NA, NA, NA",3,3,59,9,5,NA,"1, 2, 3, 4, 1970, 1863, 1919, 1766, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Mostly Sunny",18,"MOSTLY_SUNNY",21,3,5,0,1,5,1,9,1,1,0,0,3,0
"Richmond Vs Collingwood",2019-03-28 08:20:00,"CONCLUDED","CD_M20190140201","CD_V40","2019-03-28T08:20:00","CD_T120","CD_T40","CD_R201901402","2019-03-28T19:20:00","RICH V COLL","#AFLTigersPies","Richmond",NA,"CD_T120","RICH","Tigers","Collingwood",NA,"CD_T40","COLL","Magpies","Melbourne","MCG","VIC","Australia/Melbourne","CD_V40","MCG",NA,NA,NA,NA,"Round 2","2019","CD_R201901402","Rd 2","CD_S2019014",2,"CONCLUDED","CD_M20190140201",NA,NA,"2019-03-28T11:04:29.633+0000","1, 2, 3, 4, 1, 27, 28, 8, 0, 4, 4, 1, 1, 3, 4, 2, NA, NA, NA, NA",1,5,66,10,6,NA,"1, 2, 3, 4, 34, 16, 19, 28, 5, 2, 3, 4, 4, 4, 1, 4, NA, NA, NA, NA",1,94,110,17,8,NA,"1, 2, 3, 4, 1970, 1863, 1919, 1766, 1, 1, 1, 1, NA, NA, NA, NA, NA, NA, NA, NA","Sunny",27,"SUNNY",10,1,3,0,1,1,0,17,1,3,1,2,1,0
